run_idx,record_idx,timestamp,model,target,prompt,text,aspect,esg,tone,sentiment,sentiment_score,labels,reasoning,target_doc,text_len_words
118,3,2026-06-03T18:48:52Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_few_shot_indonesian.md,Perseroan ... menyediakan ruang terbuka hijau sesuai dengan ketentuan serta menanami ruang terbuka hijau yang ada dengan berbagai jenis pohon yang dipilih secara selektif.,planting selected trees in green open spaces,e,action,neutral,0.0,"['environmental-claims', 'climate-d-s']","Describes a concrete environmental action of planting trees, though no measurable result is provided.",Sustainability_Report_PT_Sentul_City_Tbk_2025,24
118,4,2026-06-03T18:48:52Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_few_shot_indonesian.md,Keterlibatan pemangku kepentingan dalam mengembangkan budaya dan praktik keberlanjutan adalah hal yang sangat penting untuk didorong dan diapresiasi.,importance of stakeholder involvement in sustainability culture,g,none,neutral,0.0,['governance'],"Highlights stakeholder engagement as essential, without specifying action or outcome.",Sustainability_Report_PT_Sentul_City_Tbk_2025,18
119,0,2026-06-03T18:49:56Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_zero_shot_indonesian.md,"PT Sentul City Tbk, under the theme “Elevating Lives, Building Sustainable Growth,” reflects its commitment to developing a township that delivers tangible benefits to its residents while preserving environmental sustainability.",environmental sustainability,e,commitment,neutral,0.0,['climate-commitment'],"The sentence explicitly states a commitment to preserving environmental sustainability, indicating an environmental ESG focus.",Sustainability_Report_PT_Sentul_City_Tbk_2025,30
119,1,2026-06-03T18:49:56Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_zero_shot_indonesian.md,"In line with this, the Company strives to ensure that its business activities and the development of Sentul City remain aligned with the Sustainable Development Goals (SDGs), while avoiding actions that may be inconsistent with these objectives.",strategic alignment with sdgs,e,commitment,neutral,0.0,['strategy'],"The segment describes the company's effort to align operations with SDGs, reflecting a strategic ESG objective.",Sustainability_Report_PT_Sentul_City_Tbk_2025,37
119,2,2026-06-03T18:49:56Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_zero_shot_indonesian.md,"Aligned with the Sustainable Development Goals (SDGs), the Company's development approach includes providing green open spaces that follow regulatory requirements and planting them with a carefully selected variety of vegetations.",green open space provision,e,action,neutral,0.0,['environmental-claims'],"The company mentions providing regulated green spaces and selective vegetation planting, a concrete environmental initiative.",Sustainability_Report_PT_Sentul_City_Tbk_2025,30
119,3,2026-06-03T18:49:56Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_zero_shot_indonesian.md,"The Company expects these measures to contribute positively to climate change mitigation, while also sustainably preserving environmental quality, maintaining a lush, green setting with clean, fresh air, both in the short and long term.",climate change mitigation contribution,e,outcome,positive,1.0,['climate-d-s'],"The statement forecasts a positive impact on climate change mitigation, showing a favorable environmental sentiment.",Sustainability_Report_PT_Sentul_City_Tbk_2025,34
119,4,2026-06-03T18:49:56Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_zero_shot_indonesian.md,"Sustainability value campaigns, from the smallest, most immediate settings to broader contexts, need to be continuously promoted so that these values become embedded as a culture of sustainability.",sustainability culture promotion,g,action,neutral,0.0,['none'],"The segment discusses promoting sustainability values to embed a culture, reflecting a governance focus without specific ESG labeling.",Sustainability_Report_PT_Sentul_City_Tbk_2025,28
119,5,2026-06-03T18:49:56Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_zero_shot_indonesian.md,mengedepankan pembangunan ruang hidup yang memajukan kualitas hidup masyarakat melalui kota hijau yang berkelanjutan dan inovatif berkonsep Eco-City dalam area seluas 3.100 hektar.,eco-city development (green city),e,action,neutral,0.0,['climate-d-s'],"The passage explicitly describes developing a sustainable Eco-City over 3,100 hectares, indicating an environmental initiative.",Sustainability_Report_PT_Sentul_City_Tbk_2025,23
120,0,2026-06-03T18:51:07Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_chain_of_thought_indonesian.md,"PT Sentul City Tbk melalui tema “Elevating Lives, Building Sustainable Growth” merefleksikan tujuannya untuk membangun kawasan yang memberikan manfaat nyata bagi penghuni sekaligus menjaga keberlanjutan lingkungan melalui kota mandiri yang memiliki integrasi penuh antara alam, fasilitas premium, dan kemudahan akses. Sebagai perusahaan properti, Perusahaan mengedepankan pembangunan ruang hidup yang memajukan kualitas hidup masyarakat melalui kota hijau yang berkelanjutan dan inovatif berkonsep Eco-City dalam area seluas 3.100-hektar. Misi Perusahaan pun semakin dioptimalkan dengan adanya rencana pengembangan Biotown, area terpadu yang ditujukan sebagai kota kesehatan pertama di Indonesia. Dengan demikian, Perusahaan dapat menjadikan setiap langkah pembangunan berkontribusi membentuk pertumbuhan yang lebih bernilai untuk masa depan yang berkelanjutan, inklusif, dan bermakna.",e,e,commitment,neutral,0.5,['climate-d'],"The paragraph describes a high-level vision of sustainable growth and Eco-City development, but does not provide concrete climate metrics or targets; it is a strategic statement rather than an outcome or action.",Sustainability_Report_PT_Sentul_City_Tbk_2025,108
120,1,2026-06-03T18:51:07Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_chain_of_thought_indonesian.md,"Menyediakan ruang terbuka hijau sesuai dengan ketentuan serta menanami ruang terbuka hijau yang ada dengan berbagai jenis pohon yang dipilih secara selektif. Langkah tersebut diharapkan dapat memberikan kontribusi positif terkait penanganan perubahan iklim dan sekaligus dapat mempertahankan kondisi lingkungan hidup secara berkesinambungan serta mempertahankan lingkungan yang asri, hijau, dan udara segar baik dalam jangka pendek maupun jangka panjang.",e,e,action,positive,0.8,"['climate-d-s', 'environmental-claims']","Explicitly mentions providing green open spaces and planting trees to mitigate climate change, representing a concrete action with a positive environmental implication.",Sustainability_Report_PT_Sentul_City_Tbk_2025,58
120,2,2026-06-03T18:51:07Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_chain_of_thought_indonesian.md,Kampanye nilai-nilai keberlanjutan mulai dari ruang lingkup terkecil dan terbatas sampai dengan ruang lingkup yang lebih luas perlu terus didorong agar nilai-nilai tersebut menjadi suatu budaya keberlanjutan. Efektivitas model kampanye nilai keberlanjutan perlu dievaluasi secara berkala agar secara periodik dapat dilakukan perbaikan dan penyesuaian dengan kondisi lingkungan usaha. Keterlibatan pemangku kepentingan dalam mengembangkan budaya dan praktik keberlanjutan adalah hal yang sangat penting untuk didorong dan diapresiasi.,s,s,commitment,neutral,0.5,['climate-s'],"Discusses the need to embed sustainability values and engage stakeholders, but does not specify concrete climate outcomes or results.",Sustainability_Report_PT_Sentul_City_Tbk_2025,66
120,3,2026-06-03T18:51:07Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_chain_of_thought_indonesian.md,"Menjadi perusahaan properti terkemuka di Indonesia dengan memanfaatkan pengembangan perkotaan Sentul City yang sudah sukses terjadi dan berlangsung sebagai Kota Mandiri dalam berbagai jenis pengembangan area perumahan dan area komersial, peningkatan kualitas hidup masyarakat yang bermukim, bekerja dan mengunjungi kawasan Sentul City dengan komitmen penuh dalam meningkatkan kualitas dan perbaikan tanpa henti, memanfaatkan keunikan dan keunggulan kompetitif spesial yang kuat, serta menghormati para pemangku kepentingan dengan tulus.",e,e,commitment,neutral,0.5,['strategy'],The vision statement outlines a strategic direction that includes sustainability but lacks specific climate metrics or measurable targets.,Sustainability_Report_PT_Sentul_City_Tbk_2025,67
120,4,2026-06-03T18:51:07Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_chain_of_thought_indonesian.md,"Mengubah PT Sentul City Tbk menjadi perusahaan penjualan yang efektif dalam bisnis properti. Membuat aset-aset PT Sentul City Tbk menjadi aset-aset yang menghasilkan pendapatan. Menghasilkan pendapatan maksimal dan berkelanjutan serta memberikan pelayanan terbaik bagi para pelanggan. Menjual dan menghasilkan produk properti yang lebih baik tanpa henti, terutama unit hunian. Mengoptimalkan penciptaan nilai dan pembangunan nilai bagi semua pemangku kepentingannya, yaitu pelanggan, karyawan, otoritas, pemegang saham, dan mitra.",none,none,commitment,neutral,0.5,['none'],The paragraph lists business transformation goals without explicit ESG or climate relevance.,Sustainability_Report_PT_Sentul_City_Tbk_2025,67
120,5,2026-06-03T18:51:07Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_chain_of_thought_indonesian.md,"Untuk mencapai: 1. Mengubah PT Sentul City Tbk menjadi perusahaan penjualan yang efektif dalam bisnis properti. 2. Membuat aset-aset PT Sentul City Tbk menjadi aset-aset yang menghasilkan pendapatan. 3. Menghasilkan pendapatan maksimal dan berkelanjutan serta memberikan pelayanan terbaik bagi para pelanggan. 4. Menjual dan menghasilkan produk properti yang lebih baik tanpa henti, terutama unit hunian. 5. Mengoptimalkan penciptaan nilai dan pembangunan nilai bagi semua pemangku kepentingannya, yaitu pelanggan, karyawan, otoritas, pemegang saham, dan mitra.",none,none,commitment,neutral,0.5,['strategy'],A list of strategic objectives that focus on business performance rather than environmental or social outcomes.,Sustainability_Report_PT_Sentul_City_Tbk_2025,74
120,6,2026-06-03T18:51:07Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_chain_of_thought_indonesian.md,"In order to: 1. Transform PT Sentul City Tbk into an effective sales company in the property business. 2. Convert PT Sentul City Tbk's assets into income-generating assets. 3. Generate sizeable and sustainable recurring income and provide excellent customer service. 4. Market and deliver ever-better property products, especially residential units. 5. Optimize value creation and value building for all stakeholders – customers, employees, authorities, shareholders, and partners.",none,none,commitment,neutral,0.5,['strategy'],English version of strategic goals; no direct ESG or climate reference.,Sustainability_Report_PT_Sentul_City_Tbk_2025,67
120,7,2026-06-03T18:51:07Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_12,tone_chain_of_thought_indonesian.md,"Perseroan dari waktu ke waktu berusaha untuk meningkatkan sosialisasi budaya keberlanjutan kepada pimpinan dan karyawan. Perseroan melakukan sosialisasi budaya berkelanjutan dengan cara yang paling sederhana, antara lain dengan menyampaikan kepada karyawan berbagai modul dan contoh praktik keberlanjutan melalui situs web Perseroan. Meskipun sosialisasi tersebut tidak memerlukan anggaran yang besar dan waktu tertentu, diharapkan dapat memperbaiki pemahaman karyawan terkait penerapan praktik keberlanjutan secara bertahap. Diharapkan dalam jangka waktu 5 (lima) sampai dengan 10 (sepuluh) tahun ke depan karyawan Perseroan sudah memiliki pemahaman dan bisa menerapkan praktik keberlanjutan.",s,s,commitment,neutral,0.5,['climate-s'],Focuses on internal sustainability awareness and stakeholder engagement but does not provide concrete climate outcomes or metrics.,Sustainability_Report_PT_Sentul_City_Tbk_2025,86
122,0,2026-06-03T18:51:40Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_13,tone_few_shot_indonesian.md,"PT Sentul City Tbk, under the theme “Elevating Lives, Building Sustainable Growth,” reflects its commitment to developing a township that delivers tangible benefits to its residents while preserving environmental sustainability. This commitment is realized through the development of a self‑sustained city that seamlessly integrates nature, premium facilities, and convenient access. As a property developer, the Company focuses on developing living spaces that enhance quality of life through a sustainable, innovative green city concept, or Eco‑City, across a 3,100‑hectare area.",pengembangan eco‑city dan luas area 3.100 hektar,e,commitment,neutral,0.0,"['climate-commitment', 'climate-d-s', 'climate-specificity', 'environmental-claims']","Menunjukkan komitmen explicit untuk pengembangan Eco‑City dengan menyebutkan luas area 3.100 hektar, menandakan target konkret yang dapat ditindaklanjuti.",Sustainability_Report_PT_Sentul_City_Tbk_2025,79
122,1,2026-06-03T18:51:40Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_13,tone_few_shot_indonesian.md,"menjaga keberlanjutan lingkungan melalui ruang terbuka hijau yang ditanami dengan jenis pohon yang dipilih secara selektif, diharapkan memberikan kontribusi positif terhadap penanganan perubahan iklim.",penanaman pohon dan pembuatan ruang hijau untuk mitigasi iklim,e,action,neutral,0.0,"['climate-d-s', 'climate-specificity', 'environmental-claims']","Deskripsi langkah konkret penanaman pohon untuk mitigasi iklim, menunjukkan upaya konkret yang dapat dievaluasi.",Sustainability_Report_PT_Sentul_City_Tbk_2025,24
122,2,2026-06-03T18:51:40Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_13,tone_few_shot_indonesian.md,Pengembangan kawasan yang dilaksanakan oleh Perseroan sesuai dengan Tujuan Pembangunan Berkelanjutan/TPB (Sustainable Development Goals/SDGs) dan menghindari hal‑hal yang bertentangan dengan Tujuan Pembangunan Berkelanjutan/TPB (Sustainable Development Goals/SDGs).,penyelenggaraan pengembangan sesuai sdgs,e,none,neutral,0.0,"['climate-d', 'governance']",Pernyataan umum tentang penyelenggaraan pengembangan yang selaras dengan SDGs tanpa mengekspresikan komitmen atau tindakan spesifik.,Sustainability_Report_PT_Sentul_City_Tbk_2025,26
123,0,2026-06-03T18:52:20Z,nvidia/nemotron-3-nano-30b-a3b:free,Laporan Tahunan PT Bank Danamon Indonesia Tbk Tahun 2025 - Hires_pdf/batch_5,tone_few_shot_indonesian.md,"Sebagai bagian dari strategi menciptakan masa depan yang berkelanjutan, Danamon dalam menjalankan bisnisnya berfokus pada kepuasan nasabah dan memberikan kemudahan akses, serta mengedepankan inovasi berkelanjutan dengan praktik ramah lingkungan.",komitmen pada keberlanjutan dan praktik ramah lingkungan,e,commitment,neutral,0.0,"['climate-commitment', 'environmental-claims']","The passage expresses a commitment to a sustainable future and mentions eco‑friendly practices, indicating a climate‑related commitment.",Laporan Tahunan PT Bank Danamon Indonesia Tbk Tahun 2025 - Hires,29
123,1,2026-06-03T18:52:20Z,nvidia/nemotron-3-nano-30b-a3b:free,Laporan Tahunan PT Bank Danamon Indonesia Tbk Tahun 2025 - Hires_pdf/batch_5,tone_few_shot_indonesian.md,Kebijakan Anti Penyuaapan dan Korupsi,kebijakan anti korupsi,g,none,neutral,0.0,['governance'],Policy statement on anti‑corruption reflecting governance focus.,Laporan Tahunan PT Bank Danamon Indonesia Tbk Tahun 2025 - Hires,5
124,0,2026-06-03T18:52:27Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_13,tone_zero_shot_indonesian.md,"Langkah tersebut diharapkan dapat memberikan kontribusi positif terkait penanganan perubahan iklim dan sekaligus dapat mempertahankan kondisi lingkungan hidup secara berkesinambungan serta mempertahankan lingkungan yang asri, hijau, dan udara segar baik dalam jangka pendek maupun jangka panjang.",environment,e,none,positive,1.0,['climate-detection'],"The sentence explicitly discusses climate change mitigation and environmental preservation, fitting the climate-detection label; it reflects an environmental aspect, categorized as E; tone is neutral (no commitment/action/outcome); sentiment is positive due to the mention of a positive contribution.",Sustainability_Report_PT_Sentul_City_Tbk_2025,36
124,1,2026-06-03T18:52:27Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_13,tone_zero_shot_indonesian.md,Perseroan melakukan sosialisasi budaya berkelanjutan kepada pimpinan dan karyawan melalui penyampaian modul dan contoh praktik keberlanjutan di situs web Perseroan.,social,s,action,neutral,0.0,['governance'],"The segment describes an action of socializing sustainability culture to management and employees, indicating a social aspect; the most relevant label is governance as it involves stakeholder engagement; tone is action; sentiment is neutral as no evaluative language is present.",Sustainability_Report_PT_Sentul_City_Tbk_2025,20
124,2,2026-06-03T18:52:27Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_13,tone_zero_shot_indonesian.md,Efektivitas model kampanye nilai keberlanjutan perlu dievaluasi secara berkala agar secara periodik dapat dilakukan perbaikan dan penyesuaian dengan kondisi lingkungan usaha.,governance,g,none,neutral,0.0,['strategy'],"The sentence calls for periodic evaluation of sustainability campaign effectiveness, reflecting a governance/strategic focus; the appropriate label is strategy; tone is neutral (no commitment/action/outcome); sentiment is neutral.",Sustainability_Report_PT_Sentul_City_Tbk_2025,21
125,0,2026-06-03T18:52:45Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_13,tone_chain_of_thought_indonesian.md,"PT Sentul City Tbk, under the theme “Elevating Lives, Building Sustainable Growth,” reflects its commitment to developing a township that delivers tangible benefits to its residents while preserving environmental sustainability.",vision,e,commitment,neutral,0.5,[],The passage states a commitment to sustainable growth but does not provide measurable outcomes or explicit climate targets.,Sustainability_Report_PT_Sentul_City_Tbk_2025,30
125,1,2026-06-03T18:52:45Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_13,tone_chain_of_thought_indonesian.md,Pengembangan kawasan yang dilaksanakan oleh Perseroan sesuai dengan Tujuan Pembangunan Berkelanjutan/TPB (Sustainable Development Goals/SDGs) ... menyediakan ruang terbuka hijau ... dapat memberikan kontribusi positif terkait penanganan perubahan iklim...,environment,e,outcome,positive,0.9,"['climate-d-s', 'environmental-claims']","The text explicitly mentions climate change mitigation through green open spaces, indicating a concrete environmental action.",Sustainability_Report_PT_Sentul_City_Tbk_2025,28
125,2,2026-06-03T18:52:45Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_13,tone_chain_of_thought_indonesian.md,"Sustainability value campaigns, from the smallest, most immediate settings to broader contexts, need to be continuously promoted so that these values become embedded as a culture of sustainability. The effectiveness of sustainability campaigns should be reviewed regularly to enable ongoing improvements and ensure alignment with the evolving business environment.",strategy,e,action,neutral,0.5,['climate-d-s'],"The segment discusses ongoing efforts to promote sustainability values and evaluate their effectiveness, but does not report results.",Sustainability_Report_PT_Sentul_City_Tbk_2025,49
125,3,2026-06-03T18:52:45Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_13,tone_chain_of_thought_indonesian.md,"Corporate Culture: Positive, Respect, Humble",governance,g,none,neutral,0.5,['governance'],The passage lists corporate values without indicating specific ESG actions or outcomes.,Sustainability_Report_PT_Sentul_City_Tbk_2025,5
125,4,2026-06-03T18:52:45Z,nvidia/nemotron-3-nano-30b-a3b:free,Sustainability_Report_PT_Sentul_City_Tbk_2025_pdf/batch_13,tone_chain_of_thought_indonesian.md,"Berdasarkan Jabatan dan Jenis Kelamin ... Total 155 Laki-laki, 52 Perempuan ... Total employees 155 in 2025.",social,s,none,neutral,0.5,[],The data provides workforce composition but no evaluation of social impact or performance.,Sustainability_Report_PT_Sentul_City_Tbk_2025,17
127,0,2026-06-03T18:55:24Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_few_shot_indonesian.md,"Kami memiliki nilai dasar Ke-Indonesiaan, Kemanfaatan, dan Kebersamaan dalam setiap kegiatan usaha Grup Bakrie.",tata kelola perusahaan,g,commitment,neutral,0.0,['governance'],Menunjukkan komitmen tata kelola perusahaan berdasarkan nilai-nilai.,25September2020-Laporan-Keberlanjutan-2019,14
127,1,2026-06-03T18:55:24Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_few_shot_indonesian.md,Perusahaan tidak akan berkelanjutan selama 78 tahun jika tidak memiliki SDM yang berkualitas dan mumpuni.,manusia,g,outcome,positive,1.0,['governance'],Hasil terukur yang positif terkait kualitas SDM.,25September2020-Laporan-Keberlanjutan-2019,15
127,2,2026-06-03T18:55:24Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_few_shot_indonesian.md,Perusahaan berhasil membalikkan catatan rugi menjadi positif dan mampu dipertahankan hingga akhir 2019.,kinerja keuangan,e,outcome,positive,1.0,['metrics'],Hasil terukur yang positif terkait kinerja keuangan.,25September2020-Laporan-Keberlanjutan-2019,13
127,3,2026-06-03T18:55:24Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_few_shot_indonesian.md,Kami telah bekerja sama dengan beberapa pihak untuk menuntaskan proyek jalan tol ruas Cimanggis-Cibitung.,infrastruktur,e,action,neutral,0.0,"['climate-d', 'strategy']",Tindakan tanpa hasil terukur spesifik yang disebutkan.,25September2020-Laporan-Keberlanjutan-2019,14
127,4,2026-06-03T18:55:24Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_few_shot_indonesian.md,Kami berkomitmen untuk berkontribusi dalam pembangunan nasional melalui keterlibatan dalam proyek-proyek pengembangan infrastruktur strategis lainnya.,komitmen pembangunan,e,commitment,neutral,0.0,"['climate-commitment', 'strategy']",Rencana masa depan tanpa target spesifik.,25September2020-Laporan-Keberlanjutan-2019,15
127,5,2026-06-03T18:55:24Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_few_shot_indonesian.md,Perusahaan tidak akan bertahan jika tidak memiliki kinerja keuangan yang baik.,keberlanjutan keuangan,e,outcome,positive,1.0,['metrics'],Hasil terukur yang positif terkait kinerja keuangan.,25September2020-Laporan-Keberlanjutan-2019,11
127,6,2026-06-03T18:55:24Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_few_shot_indonesian.md,Kami berusaha memperbaiki performa setiap anak perusahaan agar mampu berkontribusi lebih besar.,manajemen perusahaan,g,action,neutral,0.0,['governance'],Tindakan tanpa hasil terukur spesifik yang disebutkan.,25September2020-Laporan-Keberlanjutan-2019,12
128,0,2026-06-03T18:57:20Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_zero_shot_indonesian.md,PT Bakrie & Brothers Tbk telah mempertajam visi dan menyusun ulang strategi bisnisnya demi memperkuat basis usaha dibidang industri manufaktur dan pengembangan proyek infrastruktur yang menjadi tumpuan pertumbuhan perusahaan di beberapa tahun terakhir.,strategi bisnis,none,none,neutral,0.0,['strategy'],Mencakup strategi bisnis tanpa elemen ESG eksplisit,25September2020-Laporan-Keberlanjutan-2019,33
128,1,2026-06-03T18:57:20Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_zero_shot_indonesian.md,Penguatan fondasi bisnis ditunjukkan melalui beberapa ‘game-changing milestones’ yang berhasil dilakukan oleh seluruh jajaran perusahaan hingga ditingkat anak-anak usaha.,milestone bisnis,none,none,neutral,0.0,['none'],Mencakup pencapaian bisnis tanpa elemen ESG eksplisit,25September2020-Laporan-Keberlanjutan-2019,19
128,2,2026-06-03T18:57:20Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_zero_shot_indonesian.md,Pencapaian-pencapaian tersebut dilengkapi dengan perubahan manajemen inti PT Bakrie & Brothers Tbk melalui Rapat Umum Pemegang Saham di bulan Mei 2019.,perubahan manajemen,g,none,neutral,0.0,['governance'],Mencakup struktur tata kelola perusahaan (governance),25September2020-Laporan-Keberlanjutan-2019,21
128,3,2026-06-03T18:57:20Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_zero_shot_indonesian.md,"Dengan berpegang teguh pada falsafah 'Bakrie Untuk Negeri' yang dipayungi penerapan standar ISO 26000, Kami memiliki nilai dasar Ke-Indonesiaan, Kemanfaatan, dan Kebersamaan dalam setiap kegiatan usaha Grup Bakrie.",falsafah perusahaan,g,commitment,neutral,0.0,"['governance', 'climate-commitment']",Komitmen masa depan dengan ISO 26000 (governance) tanpa sentimen,25September2020-Laporan-Keberlanjutan-2019,28
128,4,2026-06-03T18:57:20Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_zero_shot_indonesian.md,Kami tidak akan berkelanjutan selama 78 tahun jika tidak memiliki SDM yang berkualitas dan mumpuni.,sumber daya manusia,none,none,neutral,0.0,['none'],Pernyataan umum tentang SDM tanpa elemen ESG eksplisit,25September2020-Laporan-Keberlanjutan-2019,15
128,5,2026-06-03T18:57:20Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_zero_shot_indonesian.md,Perusahaan tidak akan bertahan jika tidak memiliki kinerja keuangan yang baik.,kinerja keuangan,none,none,neutral,0.0,['none'],Mencakup aspek keuangan tanpa elemen ESG eksplisit,25September2020-Laporan-Keberlanjutan-2019,11
128,6,2026-06-03T18:57:20Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_zero_shot_indonesian.md,Perusahaan telah berhasil membalikkan catatan rugi menjadi positif dan mampu dipertahankan hingga akhir 2019.,kinerja keuangan,none,none,positive,1.0,['none'],Sentimen positif terhadap hasil keuangan,25September2020-Laporan-Keberlanjutan-2019,14
128,7,2026-06-03T18:57:20Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_zero_shot_indonesian.md,Kami telah bekerja sama dengan beberapa pihak untuk menuntaskan proyek jalan tol ruas Cimanggis-Cibitung.,proyek infrastruktur,none,none,neutral,0.0,['none'],Mencakup proyek infrastruktur tanpa elemen ESG eksplisit,25September2020-Laporan-Keberlanjutan-2019,14
128,8,2026-06-03T18:57:20Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_zero_shot_indonesian.md,"Konstruksi Seksi IA jalan tol ini telah rampung seluruhnya dan fase II telah mencapai 72% penyelesaian, sementara pembebasan lahan telah mencapai 82%.",progres proyek,none,none,neutral,0.0,['none'],Mencakup progres proyek infrastruktur tanpa elemen ESG eksplisit,25September2020-Laporan-Keberlanjutan-2019,22
128,9,2026-06-03T18:57:20Z,nvidia/nemotron-nano-12b-v2-vl:free,25September2020-Laporan-Keberlanjutan-2019_pdf/batch_3,tone_zero_shot_indonesian.md,Kami juga berusaha memperbaiki performa setiap anak perusahaan agar mampu berkontribusi lebih besar.,performa perusahaan,none,none,neutral,0.0,['none'],Mencakup performa perusahaan tanpa elemen ESG eksplisit,25September2020-Laporan-Keberlanjutan-2019,13
