,sentence,canonical_aspect,runs_count,runs,experiment_sets,raw_aspects,aspect_categories,majority_category,sentiments,tones,avg_confidence
7328,"We are fully focused on H&M and are continually developing the brand, the customer offering and the shopping experience while at the same time integrating the channels further.",brand and customer experience development,1,absa_20260112_184452_HM-Group-Annual-and-Sustainability-Report-2023_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,HM_2023_multiple,Brand and customer experience development,E,E,positive,Action,0.9
1551,"Erajaya Group also markets its own brand products, namely, Venera.",brand development,2,"absa_20260113_142454_erajaya_annual_Report_2015__ENG__pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_142706_erajaya_annual_Report_2015__ENG__pdf_absa_zero_shot_Qwen3_Coder_(Free).json",erajaya_annual_Report_2015,Brand Development,E,E,positive,Action,0.7749999999999999
4108,"Our Portfolio Brands - COS, Monki, Weekday, & Other Stories and ARKET - continued to develop well.",brand development,1,absa_20260112_162751_HM-Group-Annual-and-Sustainability-Report-2023_pdf_absa_cot.json,HM_2023,Brand Development,G,G,Positive,Outcome,0.9
7329,"We are fully focused on H&M and are continually developing the brand, the customer offering and the shopping experience while at the same time integrating the channels further.",brand development,1,absa_20260112_162729_HM-Group-Annual-and-Sustainability-Report-2023_pdf_absa_few_shot.json,HM_2023,brand development,G,G,positive,Commitment,0.8
7330,"We are fully focused on H&M and are continually developing the brand, the customer offering and the shopping experience while at the same time integrating the channels further.",brand development and channel integration,1,absa_20260112_162657_HM-Group-Annual-and-Sustainability-Report-2023_pdf_absa_zero_shot.json,HM_2023,Brand development and channel integration,G,G,positive,Action,0.9
2141,"In order to strengthen the image of Indonet and Edge as a trusted digital infrastructure service provider in Indonesia and symbolize the strong partnership with Digital Edge, the Company has re-designed the old logo and launched the new Indonet and Edge logo.",brand identity,1,absa_20260112_161652_Indonet-Annual-Report-2022_pdf_absa_zero_shot.json,Indonet-Annual-Report-2022,Brand Identity,G,G,positive,Action,0.85
2142,"In order to strengthen the image of Indonet and Edge as a trusted digital infrastructure service provider in Indonesia and symbolize the strong partnership with Digital Edge, the Company has re-designed the old logo and launched the new Indonet and Edge logo.",brand management,1,absa_20260112_161736_Indonet-Annual-Report-2022_pdf_absa_cot.json,Indonet-Annual-Report-2022,Brand Management,G,G,positive,Action,0.8
5710,"Sales at COS, ARKET and Weekday developed particularly strongly over the year, and these brands are contributing more and more to the group's profitability development.",brand profitability contribution,1,absa_20260112_162657_HM-Group-Annual-and-Sustainability-Report-2023_pdf_absa_zero_shot.json,HM_2023,Brand profitability contribution,G,G,positive,Outcome,0.95
5711,"Sales at COS, ARKET and Weekday developed particularly strongly over the year, and these brands are contributing more and more to the group's profitability development.",brand sales and profitability,1,absa_20260112_184452_HM-Group-Annual-and-Sustainability-Report-2023_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,HM_2023_multiple,Brand sales and profitability,E,E,positive,Outcome,0.95
1145,"Dengan demikian, layanan Perseroan dapat memberikan akses yang lebih luas ke pelosok Indonesia serta dapat diakses secara digital dan memberikan kemudahan bagi masyarakat Indonesia untuk mengakses tayangan-tayangan kami dari manapun mereka berada.",broad access to content,1,absa_20260113_013419_SCM_2022_sr-scma-2022_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,SCM_2022_multiple,broad access to content,S,S,positive,Commitment,0.85
682,Becoming a leading distribution company with integrated direct access to consumers and retailers that offer a complete range of mobile products and solutions,broad market access,1,absa_20260207_182413_29_20260207_070251_20260207_070301_absa_indonesia_few_shot_Nemotron_3_Nano_30B_A3B__Free_.json,MultiPDF_ABSA_20260207_1816,Broad Market Access,S,S,positive,Commitment,0.9
5138,Perseroan memiliki produk platform TV berlangganan satelit (DTH) Nex Parabola yang dapat memperluas jangkauan siaran ke daerah pedesaan dan terpencil serta platform streaming Over-The-Top (OTT) yaitu Vidio yang menayangkan sejumlah channel FTA yang dapat diakses secara live dan gratis.,broadcast expansion,1,absa_20260113_012824_SCM_2022_sr-scma-2022_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,SCM_2022_multiple,Broadcast Expansion,E,E,Positive,Action,
5649,"SCM membangun budaya keberlanjutan melalui imbuan perilaku ramah lingkungan, baik dari penghematan energi, air, dan meminimalkan penggunaan botol kemasan.",budaya keberlanjutan,2,"absa_20260207_083436_scm_2022_absa_indonesia_few_shot_Qwen3_Coder__Free_.json, absa_20260207_084107_scm_2022_absa_indonesia_zero_shot_Qwen3_Coder__Free_.json",MultiPDF_ABSA_20260207_0808,budaya keberlanjutan,"E, G",E,positive,"Action, Commitment",0.875
5118,"Perseroan membangun budaya keberlanjutan melalui imbuan perilaku ramah lingkungan, baik dari penghematan energi, air, dan meminimalkan penggunaan botol kemasan.",budaya keberlanjutan,1,absa_20260113_012738_SCM_2022_sr-scma-2022_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,SCM_2022_multiple,Budaya Keberlanjutan,E,E,positive,Action,0.8
237,"A resolve to do everything we can to decarbonize our operations and our broader ecosystem, build a completely circular platform, and invest in the growth of our employees and partners to become a truly inclusive company and ecosystem.",building a circular platform,1,absa_20260207_103903_GoTo_s_2021_Sustainability_Report_absa_indonesia_zero_shot_Qwen3_Coder__Free_.json,MultiPDF_ABSA_20260207_0808,Building a circular platform,E,E,positive,Commitment,0.9
4028,"Oleh sebab itu, kami senantiasa membangun ESG Expertise dan green business mindset untuk mempercepat terbentuknya ekosistem bisnis rendah karbon.",building esg expertise and a green business mindset,1,absa_20260115_122841_mandiri_Laporan_Keberlanjutan_2023_pdf_absa_cot_Gemini_2.0_Flash_Exp_(Free).json,MultiPDF_ABSA_20260115_1155,Building ESG expertise and a green business mindset,G,G,positive,Action,0.9
6107,"Tahun 2023, kami berhasil meraih posisi pertama dalam pangsa pasar pemirsa untuk FTA, dan juga mengembangkan bisnis digital dengan menambah sumber pendapatan baru dari bisnis influencer dan affiliate marketing.",business achievement,1,absa_20260113_013904_SCM_2023_sr-scma_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,SCM_2023_multiple,Business achievement,E,E,positive,Outcome,0.9
267,Acquisition of PT Axioo International Indonesia (AXIOO),business acquisition,1,absa_20260113_143405_erajaya_annual_Report_2015__ENG__pdf_absa_cot_Qwen3_Coder_(Free).json,erajaya_annual_Report_2015,Business Acquisition,E,E,Positive,Action,0.9
5241,Perseroan mulai beradaptasi di era New Normal dimana kondisi ini telah memberikan dampak positif bagi kegiatan operasional bisnis Perseroan.,business adaptation,1,absa_20260207_083909_scm_2022_absa_indonesia_zero_shot_DeepSeek_R1T2_Chimera__Free_.json,MultiPDF_ABSA_20260207_0808,Business Adaptation,G,G,positive,Outcome,0.7
4903,Perseroan bekerja sama dalam menekan persaingan yang tidak sehat.,business competition ethics,1,absa_20260113_031143_japfa_report_6_pdf_absa_cot_Qwen3_Coder_(Free).json,japfa_report_6,Business Competition Ethics,E,E,POSITIVE,Action,0.85
4150,"Our business concept is to offer the best combination of fashion, quality, price and sustainability.",business concept,1,absa_20260112_184452_HM-Group-Annual-and-Sustainability-Report-2023_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,HM_2023_multiple,Business concept,E,E,positive,Commitment,0.95
7504,"We have a strong business concept, a unique reach with our physical and digital stores and the opportunity for a direct relationship with customers through our strong brands.",business concept,1,absa_20260112_184231_HM-Group-Annual-and-Sustainability-Report-2023_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,HM_2023_multiple,business concept,G,G,positive,Outcome,0.9
1021,Dampak Pandemi Covid-19 menjadi faktor utama terjadinya berbagai perubahan rencana bisnis BRMS dan unit usaha.,business continuity,2,"absa_20260113_101117_bumi_resources_Sustainability_Report_2020_pdf_absa_zero_shot_Qwen3_Coder_(Free).json, absa_20260113_102107_bumi_resources_Sustainability_Report_2020_pdf_absa_cot_Qwen3_Coder_(Free).json",bumi_resources_Sustainability_Report_2020,business continuity,E,E,neutral,"Action, Outcome",0.8500000000000001
1434,"Emphasizing Business Continuity, Increasing Competitiveness",business continuity,1,absa_20260112_184958_Jasamarga_SR2023_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,Jasamarga_SR2023_multiple,Business Continuity,E,E,positive,Commitment,0.9
3922,"Mewujudkan keberlanjutan menjadi hal penting dalam meningkatkan nilai Perseroan, yang pada akhirnya akan mampu memberikan nilai tambah bagi daya saing Jasa Marga.",business continuity and competitiveness,1,absa_20260112_185053_Jasamarga_SR2023_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,Jasamarga_SR2023_multiple,Business continuity and competitiveness,E,E,positive,Commitment,0.95
3224,Kegiatan ini dilakukan untuk memastikan bahwa Kelangsungan Usaha dan Kepatuhan Perseroan terhadap peraturan terkait di bidang Pasar Modal dilaksanakan sesuai dengan prinsip Tata Kelola Perusahaan Yang Baik.,business continuity and compliance with capital market regulations,1,absa_20260112_185442_PT_Intraco_Penta_Tbk_2023_Integrated_Annual_Report_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,Intraco_Penta_Tbk_2023_multiple,Business continuity and compliance with capital market regulations,G,G,positive,Commitment,0.85
4251,"Our portfolio of products helps Businesses, by guaranteeing continuity in the face of disruptions, while also reducing costs and contributing to environmental goals",business continuity and environmental goals,1,absa_20260112_161424_GoTo-FY23-ESG-Report_pdf_absa_zero_shot.json,GoTo-FY23,Business continuity and environmental goals,E,E,positive,Outcome,0.9
1022,Dampak Pandemi Covid-19 menjadi faktor utama terjadinya berbagai perubahan rencana bisnis BRMS dan unit usaha.,business continuity management,1,absa_20260113_101730_bumi_resources_Sustainability_Report_2020_pdf_absa_few_shot_Qwen3_Coder_(Free).json,bumi_resources_Sustainability_Report_2020,business continuity management,E,E,negative,Challenge,0.85
5204,"Perseroan menyadari bahwa adanya perubahan iklim dapat berpengaruh pada kegiatan operasional mitra usaha kami, sehingga diperlukan adanya strategi khusus untuk memitigasi potensi dampak negatif dengan menerapkan Business Continuity and Contingency Plan.",business continuity planning,1,absa_20260207_082838_scm_2022_absa_indonesia_cot_Qwen3_Coder__Free_.json,MultiPDF_ABSA_20260207_0808,Business Continuity Planning,G,G,positive,Action,0.9
4904,Perseroan bekerja sama dalam menekan persaingan yang tidak sehat.,business cooperation,1,absa_20260113_030513_japfa_report_6_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,japfa_report_6,Business Cooperation,E,E,positive,Commitment,0.9
255,"Accordingly, the Management contends that current business development is not only limited to increasing sales but also how to optimize every existing network and database as our capital to create a product and service with more added-value.",business development,1,absa_20260113_150143_erajaya_annual_Report_2017_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,erajaya_annual_Report_2017,business development,E,E,positive,Commitment,0.9
327,"Amid a political year and ongoing global economic uncertainty, the Company continues to pursue business development in a cautious and selective manner, grounded in resilience and a sustainability-oriented approach.",business development,1,absa_20260113_123352_erajaya_annual_Report_2024_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,erajaya_annual_Report_2022,business development,E,E,neutral,Commitment,0.85
1289,"Di tengah tahun politik dan ketidakpastian ekonomi global yang masih berlangsung, Perseroan tetap melanjutkan pengembangan bisnis dengan pendekatan yang berhati-hati dan selektif, serta mengedepankan ketahanan dan keberlanjutan.",business development,1,absa_20260113_123352_erajaya_annual_Report_2024_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,erajaya_annual_Report_2022,business development,E,E,neutral,Commitment,0.85
3158,"Kami tetap fokus pada identifikasi dan pemanfaatan peluang bisnis baru, termasuk eksplorasi pasar, pengembangan proyek-proyek inovatif, serta kemitraan strategis dengan pemangku kepentingan lainnya.",business development,1,absa_20260112_162529_Intiland-Development_Sustainability-Report-2023-ID_pdf_absa_cot.json,Intiland-Development_2023,Business Development,G,G,positive,Commitment,0.9
6257,"The Company also continues to strengthen its fundamentals through a series of business development efforts, cost optimization, strengthening its funding, increasing capabilities, human capital, as well as developing its technology.",business development,1,absa_20260112_184633_Jasamarga_SR2023_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,Jasamarga_SR2023_multiple,Business Development,E,E,positive,Action,0.8
6418,"The Company is facing a challenge in developing its retail and distribution business amidst the rapid growth in retail sector, and this condition requires the Company to build a stronger business platform for its sustainability in the future.",business development,1,absa_20260113_151105_erajaya_annual_Report_2017_pdf_absa_few_shot_LLaMA_3.3_70B_Instruct_(Free).json,erajaya_annual_Report_2017,business development,E,E,neutral,Challenge,0.8
6419,The Company is facing a challenge in developing its retail and distribution business amidst the rapid growth in retail sector.,business development,1,absa_20260113_145429_erajaya_annual_Report_2017_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,erajaya_annual_Report_2017,business development,E,E,neutral,Outcome,0.6
6499,The Management contends that current business development is not only limited to increasing sales but also how to optimize every existing network and database as our capital to create a product and service with more added-value.,business development,1,absa_20260113_145429_erajaya_annual_Report_2017_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,erajaya_annual_Report_2017,business development,E,E,positive,Commitment,0.8
7731,current business development is not only limited to increasing sales but also how to optimize every existing network and database as our capital to create a product and service with more added-value.,business development,1,absa_20260113_145732_erajaya_annual_Report_2017_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,erajaya_annual_Report_2017,business development,E,E,positive,Action,0.8
6254,"The Company also continues to strength its fundamentals through a series of business development efforts, cost optimization, strengthening its funding, increasing capabilities, human capital, as well as developing its technology.",business development and human capital,1,absa_20260112_162035_Jasamarga_SR2023_pdf_absa_zero_shot.json,Jasamarga_SR2023,Business development and human capital,G,G,positive,Action,0.9
6395,"The Company is also facing a challenge in developing its retail and distribution business amidst the rapid growth in retail sector, and this condition requires the Company to build a stronger business platform for its sustainability in the future.",business development challenges,1,absa_20260113_150818_erajaya_annual_Report_2017_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,erajaya_annual_Report_2017,business development challenges,G,G,neutral,Commitment,0.75
256,"Accordingly, the Management contends that current business development is not only limited to increasing sales but also how to optimize every existing network and database as our capital to create a product and service with more added-value.",business development strategy,1,absa_20260113_150818_erajaya_annual_Report_2017_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,erajaya_annual_Report_2017,business development strategy,G,G,positive,Commitment,0.8
3593,Manajemen akan terus mengembangkan dan mempromosikan program ini dalam rangka mencegah dan mendeteksi potensi pelanggaran peraturan atau etika bisnis sehingga dapat menciptakan iklim kerja yang lebih transparan serta mencegah praktik penyimpangan dan kecurangan di Perusahaan.,business ethics and transparency,2,"bulk_absa_20260110_171752_absa_zero_shot.json, bulk_absa_20260110_171928_absa_cot.json",240429-fish-sr-2023.pdf — cleaned_markdown — Prompt Comparison,"business ethics, business ethics and transparency",G,G,positive,"Action, commitment",0.9
2307,"Integrity Honest, accountable and responsibility.",business ethics and transparency,1,absa_20260113_143348_erajaya_annual_Report_2015__ENG__pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json,erajaya_annual_Report_2015,Business Ethics,G,G,positive,Commitment,0.95
2312,"Integrity: Honest, accountable and responsibility",business ethics and transparency,1,absa_20260113_141000_erajaya_annual_Report_2014__ENG__pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,erajaya_annual_Report_2014,Business Ethics,G,G,positive,Commitment,0.9
2954,Kami menjunjung tinggi etika dan nilai perusahaan dari generasi ke generasi sebagai warisan yang selalu kami pertahankan dan pelihara.,business ethics and transparency,1,absa_20260113_030849_japfa_report_6_pdf_absa_cot_DeepSeek_R1T2_Chimera_(Free).json,japfa_report_6,Business Ethics,G,G,positive,Commitment,
4905,Perseroan bekerja sama dalam menekan persaingan yang tidak sehat.,business ethics and transparency,1,absa_20260113_030332_japfa_report_6_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,japfa_report_6,Business ethics,G,G,positive,Commitment,0.9
6046,Strengthen strategic partnership with brand principals.,business ethics and transparency,1,absa_20260113_145514_erajaya_annual_Report_2017_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,erajaya_annual_Report_2017,Business Ethics,G,G,positive,Action,0.88
6608,The management will continue to develop and promote this program to prevent and detect potential violations of regulations or business ethics to create a more transparent work climate and avoid the practice of irregularities and fraud in the Company.,business ethics and transparency,1,bulk_absa_20260110_171835_absa_few_shot.json,240429-fish-sr-2023.pdf — cleaned_markdown — Prompt Comparison,business ethics,G,G,positive,Commitment,0.85
6313,"The Company expanded operations into Singapore and Malaysia, thereby covering 6 countries in South East Asia, namely Indonesia, Vietnam, Thailand, the Philippines, Singapore and Malaysia.",business expansion,3,"absa_20260114_122715_Sustainability_Reports_MAP_2022_pdf_absa_zero_shot_Qwen3_Coder_(Free).json, absa_20260114_123004_Sustainability_Reports_MAP_2022_pdf_absa_few_shot_Qwen3_Coder_(Free).json, absa_20260114_123056_Sustainability_Reports_MAP_2022_pdf_absa_few_shot_LLaMA_3.3_70B_Instruct_(Free).json",MultiPDF_ABSA_20260114_1136,"Business Expansion, business expansion",E,E,positive,"Action, Expansion",0.8666666666666667
6383,The Company is Appointed as Distributor for ASUS Products,business expansion,3,"absa_20260113_140932_erajaya_annual_Report_2014__ENG__pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_141250_erajaya_annual_Report_2014__ENG__pdf_absa_cot_Mistral_Devstral_25.12_(Free).json, absa_20260113_141935_erajaya_annual_Report_2014__ENG__pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json",erajaya_annual_Report_2014,"Business Expansion, business expansion",E,E,"Positive, positive","Action, Outcome",0.875
1363,"During the year, the Company expanded operations into Singapore and Malaysia, thereby covering 6 countries in South East Asia, namely Indonesia, Vietnam, Thailand, the Philippines, Singapore and Malaysia.",business expansion,2,"absa_20260114_113531_Sustainability_Reports_MAP_2022_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260114_113624_Sustainability_Reports_MAP_2022_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json",MultiPDF_ABSA_20260114_1129,Business Expansion,E,E,"Positive, positive",Action,0.85
6566,The distribution network will be also enhanced in the upcoming year to support the Company's expansion in running its business.,business expansion,2,"absa_20260113_144519_erajaya_annual_Report_2016_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json, absa_20260113_145122_erajaya_annual_Report_2016_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json",erajaya_annual_Report_2016,"Business Expansion, business expansion",E,E,positive,"Action, Commitment",0.75
266,"Acquired PT Hidon, chicken breeding and hatchery company, through PT Multibreeder Adirama Indonesia Tbk.",business expansion,1,absa_20260113_032622_japfa_report_5_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,japfa_report_5,business expansion,E,E,positive,Action,0.75
1364,"During the year, the Company expanded operations into Singapore and Malaysia, thereby covering 6 countries in South East Asia.",business expansion,1,absa_20260114_113543_Sustainability_Reports_MAP_2022_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260114_1129,business expansion,E,E,positive,Outcome,0.85
1413,Ekspansi bisnis ritel kami di segmen gaya hidup dan F&B diperkuat melalui pembukaan gerai baru dan penambahan lini bisnis untuk meningkatkan keragaman produk dan memenuhi tren pasar yang terus berkembang.,business expansion,1,absa_20260113_123043_erajaya_annual_Report_2024_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,erajaya_annual_Report_2022,business expansion,E,E,positive,Action,0.9
1518,Erajaya Digital meresmikan gerai Apple Premium Partner pertama di Indonesia yang berlokasi di Plaza Indonesia.,business expansion,1,absa_20260113_122808_erajaya_annual_Report_2023_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,erajaya_annual_Report_2022,business expansion,E,E,positive,Action,
1670,"Focus on supporting each subsidiary in creating new facilities and programs, including promoting content outside Indonesia.",business expansion,1,absa_20260113_011727_SCM_2021_sustainability-report-scma-2021_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,SCM_2021_multiple,business expansion,E,E,positive,Commitment,0.75
1672,"Focus on the free-to-air (FTA) television industry; content production and digital media initiatives, including over-the-top (OTT), online, and out-of-home (OOH) services; as well as improve the ability to continue to expand the media business.",business expansion,1,absa_20260113_010807_SCM_2021_sustainability-report-scma-2021_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,SCM_2021_multiple,Business Expansion,E,E,positive,Commitment,0.8
1711,"Formation of a new protein line through the acquisition of a cattle fattening company, PT Santosa Agrinda.",business expansion,1,absa_20260113_032622_japfa_report_5_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,japfa_report_5,business expansion,E,E,positive,Action,0.75
1900,"Hingga akhir tahun 2019, Perseroan berhasil meresmikan 1.134 gerai di seluruh Indonesia.",business expansion,1,absa_20260113_154320_erajaya_annual_Report_2019_pdf_absa_few_shot_Qwen3_Coder_(Free).json,erajaya_annual_Report_2019,business expansion,E,E,positive,Outcome,0.92
4033,"On 30 April 2018, PT Multi Makanan Permai (MMP) and CIOMAS acquired the shares of PT Santosa Utama Lestari (SUL).",business expansion,1,absa_20260113_032622_japfa_report_5_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,japfa_report_5,business expansion,E,E,positive,Action,0.75
4053,"Opening of Erafone Megastore Outlets Bengkulu, Sumatra",business expansion,1,absa_20260113_143405_erajaya_annual_Report_2015__ENG__pdf_absa_cot_Qwen3_Coder_(Free).json,erajaya_annual_Report_2015,Business Expansion,E,E,Positive,Action,0.9
4055,"Opening of Erafone Megastore outlet in Banjarmasin, South Kalimantan",business expansion,1,absa_20260113_143405_erajaya_annual_Report_2015__ENG__pdf_absa_cot_Qwen3_Coder_(Free).json,erajaya_annual_Report_2015,Business Expansion,E,E,Positive,Action,0.9
4057,"Opening of Erafone Megastore outlet in Palu, Central Sulawesi",business expansion,1,absa_20260113_143405_erajaya_annual_Report_2015__ENG__pdf_absa_cot_Qwen3_Coder_(Free).json,erajaya_annual_Report_2015,Business Expansion,E,E,Positive,Action,0.9
5380,"Positive external conditions became a catalyst for PT Erajaya Swasembada Tbk (hereinafter referred to as the ""The Company"", ""Erajaya"", ""Erajaya Group"", ""Company Group""). To accelerate its strategy to expand each of its four business verticals.",business expansion,1,absa_20260113_122233_erajaya_annual_Report_2022_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,erajaya_annual_Report_2022,business expansion,E,E,positive,Action,
5810,"Seiring dengan langkah tersebut, Perseroan terus mengembangkan jaringan ritel dan distribusi di Indonesia serta negara tetangga sebagai bagian dari upaya untuk memantapkan posisi sebagai perusahaan terdepan di industri perangkat telekomunikasi, gadget dan aksesoris.",business expansion,1,absa_20260113_152234_erajaya_annual_Report_2018_pdf_absa_cot_Qwen3_Coder_(Free).json,erajaya_annual_Report_2018,Business Expansion,G,G,POSITIVE,Action,0.9
6312,"The Company expanded operations into Singapore and Malaysia, thereby covering 6 countries in South East Asia",business expansion,1,absa_20260114_123359_Sustainability_Reports_MAP_2022_pdf_absa_cot_Qwen3_Coder_(Free).json,MultiPDF_ABSA_20260114_1136,Business Expansion,E,E,positive,Outcome,0.85
6517,The acquisition covers SUL's ownership on PT Sentra Satwatama Indonesia sebesar 80%.,business expansion,1,absa_20260113_032622_japfa_report_5_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,japfa_report_5,business expansion,E,E,positive,Action,0.75
6843,"Through its subsidiary PT Ciomas Adisatwa (CIOMAS), acquired PT Vaksindo Satwa Nusantara, a producer of poultry and other animal vaccines.",business expansion,1,absa_20260113_032622_japfa_report_5_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,japfa_report_5,business expansion,E,E,positive,Action,0.75
6652,"The strategy undertaken by the Group in 2014 can be described as: obtaining distribution license for the brand Xiaomi and ASUS, began to expand its business to regional level with the acquisition of CG Computer (Apple Reseller), a company based in Malaysia, expanding Erafone Megastore outlets, opening the Asia's largest outlet of iBox, through a joint venture with PT Sat Nusa Persada to produce its own brand mobile phone (Venera), and introduces a new format that focused on selling products accessories without removing handset sales-Eraplus Concept.",business expansion and diversification,1,absa_20260113_142128_erajaya_annual_Report_2014__ENG__pdf_absa_few_shot_Qwen3_Coder_(Free).json,erajaya_annual_Report_2014,business expansion and diversification,E,E,positive,Commitment,0.9
7808,"obtaining distribution license for the brand Xiaomi and ASUS, began to expand its business to regional level with the acquisition of CG Computer (Apple Reseller), a company based in Malaysia, expanding Erafone Megastore outlets, opening the Asia's largest outlet of iBox, through a joint venture with PT Sat Nusa Persada to produce its own brand mobile phone (Venera), and introduces a new format that focused on selling products accessories without removing handset sales-Eraplus Concept.",business expansion and diversification,1,absa_20260113_141100_erajaya_annual_Report_2014__ENG__pdf_absa_zero_shot_Qwen3_Coder_(Free).json,erajaya_annual_Report_2014,Business Expansion and Diversification,G,G,positive,Action,0.9
6653,"The strategy undertaken by the Group in 2014 can be described as: obtaining distribution license for the brand Xiaomi and ASUS, began to expand its business to regional level with the acquisition of CG Computer (Apple Reseller), a company based in Malaysia, expanding Erafone Megastore outlets, opening the Asia's largest outlet of iBox, through a joint venture with PT Sat Nusa Persada to produce its own brand mobile phone (Venera), and introduces a new format that focused on selling products accessories without removing handset sales-Eraplus Concept.",business expansion and diversification strategy,1,absa_20260113_141610_erajaya_annual_Report_2014__ENG__pdf_absa_cot_Qwen3_Coder_(Free).json,erajaya_annual_Report_2014,Business Expansion and Diversification Strategy,E,E,positive,Action,0.9
2047,"In 2023, we successfully achieved first position in FTA audience share, and also expanded our digital business by adding new revenue streamline from influencer and affiliate marketing businesses.",business expansion and market leadership,1,absa_20260113_014259_SCM_2023_sr-scma_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,SCM_2023_multiple,Business expansion and market leadership,E,E,positive,Outcome,0.9
4643,Pemanfaatan peluang-peluang baru yang ada di Indonesia maupun negara-negara sekitar untuk selalu bisa meningkatkan nilai dan manfaat pada pemegang saham.,business expansion and shareholder value,1,absa_20260207_092042_scm_2021_absa_indonesia_cot_Qwen3_Coder__Free_.json,MultiPDF_ABSA_20260207_0808,Business Expansion and Shareholder Value,E,E,positive,Commitment,0.7
4644,Pemanfaatan peluang-peluang baru yang ada di Indonesia maupun negara-negara sekitar untuk selalu bisa meningkatkan nilai dan manfaat pada pemegang saham.,business expansion and value creation,1,absa_20260113_011557_SCM_2021_sustainability-report-scma-2021_pdf_absa_cot_Qwen3_Coder_(Free).json,SCM_2021_multiple,Business Expansion and Value Creation,E,E,positive,Commitment,0.8
2471,Jasa Marga has more than 40 years of experience in the field of toll road construction and operation in various regions of Indonesia.,business experience and operations,1,absa_20260112_185053_Jasamarga_SR2023_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,Jasamarga_SR2023_multiple,Business experience and operations,E,E,positive,Outcome,0.85
6741,This change of name also marks the start of the new journey for the Company as a company that focuses on the property sector.,business focus,1,"absa_20260110_213114_PIK_2_(Pratama_Abadi_Nusa_Industri,_PANI)_Sustainability_Report_2023_pdf_absa_few_shot.json",PIK_2_2023,business focus,E,E,positive,Outcome,0.7
6255,"The Company also continues to strength its fundamentals through a series of business development efforts, cost optimization, strengthening its funding, increasing capabilities, human capital, as well as developing its technology.",business fundamentals and technology development,1,absa_20260112_162151_Jasamarga_SR2023_pdf_absa_few_shot.json,Jasamarga_SR2023,business fundamentals and technology development,G,G,positive,Action,0.82
949,"Dalam 10 tahun terakhir ini, bisnis kami sudah bertumbuh sebesar 10-15% per tahun.",business growth,3,"absa_20260113_030332_japfa_report_6_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_030810_japfa_report_6_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json, absa_20260113_031315_japfa_report_6_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json",japfa_report_6,"Business Growth, Business growth, business growth",E,E,"Positive, positive",Outcome,0.9
