record_id,company,prompt,model,text,tone_pred,has_climate_commitment,has_environmental_claims,has_climate_d,labels,agreement_commitment
r025_008,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_zero_shot_indonesian.md,arcee-ai/trinity-large-preview:free,PTBA merumuskan benturan kepentingan sebagai pertentangan kepentingan ekonomis pribadi dengan kepentingan ekonomis Perusahaan yang berdampak pada Objektivitas serta pertimbangan komersial.,none,False,False,False,governance,True
r025_009,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_zero_shot_indonesian.md,arcee-ai/trinity-large-preview:free,Setiap individu jajaran PTBA dilarang berada dalam situasi yang menimbulkan benturan kepentingan.,commitment,False,False,False,governance,False
r025_010,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_zero_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"PTBA memiliki sikap tegas terhadap korupsi sebagai bagian dari komitmen Perusahaan dalam menjalankan bisnis yang bersih, transparan, dan berintegritas.",commitment,False,False,False,governance,False
r025_011,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_zero_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Perusahaan menolak segala bentuk praktik korupsi, kolusi, dan nepotisme, baik dalam hubungan internal maupun eksternal perusahaan.",commitment,False,False,False,governance,False
r025_012,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_zero_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Sikap ini diwujudkan melalui penerapan kode etik yang ketat, pengawasan internal yang kuat, serta implementasi whistleblowing system yang memungkinkan karyawan dan pemangku kepentingan melaporkan dugaan tindak korupsi secara aman.",action,False,False,False,governance,True
r025_013,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_zero_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Merujuk Undang-Undang No. 31 Tahun 1999 jo. Undang-Undang No. 20 Tahun 2001 tentang Pemberantasan Tindak Pidana Korupsi, pengertian korupsi mencakup perbuatan melawan hukum, memperkaya diri orang/badan lain yang merugikan keuangan/perekonomian negara (pasal 2); menyalahgunakan kewenangan karena jabatan/kedudukan yang dapat merugikan keuangan/kedudukan yang dapat merugikan keuangan/perekonomian negara (pasal 3); kelompok delik penyuapan (pasal 5,6, dan 11); kelompok delik penggelapan dalam jabatan (pasal 8, 9, dan 10); delik pemerasan dalam jabatan (pasal 12); delik yang berkaitan dengan pemborongan (pasal 7); hingga delik gratifikasi (pasal 12B dan 12C).",none,False,False,False,governance,True
r025_014,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_zero_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Ketegasan terhadap antikorupsi diimplementasikan Perusahaan antara lain dengan tidak memberi dan menerima hadiah serta gratifikasi yang diperkirakan akan memengaruhi independensi dalam proses pengambilan keputusan, serta bertentangan dengan etika bisnis yang sehat dan/atau bertentangan dengan hukum yang berlaku.",commitment,False,False,False,governance,False
r025_015,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_zero_shot_indonesian.md,arcee-ai/trinity-large-preview:free,Komitmen antikorupsi tersebut dikukuhkan dengan beberapa kebijakan di PTBA di antaranya Keputusan Bersama Dewan Komisaris dan Direksi PTBA Nomor:10/SK/PTBA-DEKOM/IX/2020 dan Nomor:400/0100/2020 tentang Penerapan Prinsip dan Praktik Good Corporate Governance Untuk Kebijakan Anti Gratifikasi di PT Bukit Asam Tbk dan Pedoman Pengendalian Gratifikasi BAAGM:03 Nomor Revisi 1 tahun 2024.,commitment,False,False,False,governance,False
r025_016,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_zero_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Sejak tahun 2020, PTBA telah mengadopsi sertifikasi Sistem Manajemen Anti Penyuapan (SMAP) ISO 37001:2016.",action,False,False,False,governance,True
r025_017,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_zero_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Untuk SMAP sendiri pun, PTBA telah memiliki pedoman tersendiri yang dimuat pada Pedoman Sistem Anti Penyuapan PTBA Nomor BAMSP.",action,False,False,False,governance,True
r025_018,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_zero_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Lebih lanjut, untuk memperkecil, bahkan menutup peluang terjadinya korupsi, PTBA telah melakukan pemetaan dan pengkajian risiko dalam mata rantai dan operasional usaha yang berpotensi besar terjadi korupsi.",action,False,False,False,governance,True
r025_019,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_zero_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Berdasarkan pemetaan tersebut, diidentifikasi 82% dari operasi memiliki risiko terkait korupsi.",outcome,False,False,False,metrics|governance,True
r025_020,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_zero_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Untuk mencegah terjadinya korupsi di bagian tersebut, Perseroan telah melakukan mitigasi berupa penerapan prinsip dan",action,False,False,False,governance,True
r027_000,BEST-SR_2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"As a pioneer among industrial estate developers in Indonesia, BeFa is at the forefront of creating a green and eco-friendly industrial zone. This transformative initiative aims to minimize environmental impact while promoting a sustainable economic model. It includes prioritizing renewable energy sources, implementing waste management systems, and ensuring efficient resource utilization.",commitment,True,True,False,climate-detection|climate-commitment|environmental-claims,True
r027_001,BEST-SR_2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"The Company is dedicated to continuous innovation and excellence within the realm of ESG, striving to create spaces that harmoniously blend industry with ecological sustainability. In its pursuit of this vision, BeFa is evolving into a Smart Eco-Industrial Park. This initiative focuses on promoting sustainable development through the incorporation of advanced technologies, smart infrastructure, and environmentally friendly practices that benefit both the community and the ecosystem. By fostering collaboration among tenants and other stakeholders, BeFa aims to set a precedent for responsible industrial growth while addressing global environmental challenges.",commitment,True,True,False,climate-detection|climate-commitment|environmental-claims,True
r027_002,BEST-SR_2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"The issuance of the report is also an effort of BeFa to comply with the provisions of Article 66 paragraph 2c, Law No. 40 of 2007 concerning Limited Liability Companies (Company Law), which requires companies to submit report on the implementation of Social and Environmental Responsibility in the Annual Report.",action,False,False,False,governance,True
r027_003,BEST-SR_2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"In addition to compliance with the Company Law, the issuance of this report is also an effort of BeFa to comply with the provisions of the Financial Services Authority Regulation No.51/POJK.03/2017 (POJK 51/2017) concerning the Implementation of Sustainable Finance for Financial Service Institutions, Issuers, and Public Companies.",action,False,False,False,governance,True
r027_004,BEST-SR_2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"BeFa prepared this report by referring to POJK No.51/2017 and combined with the Global Reporting Initiatives (GRI), with the choice of material topics determined according to the materiality principle.",action,False,False,False,governance,True
r027_005,BEST-SR_2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"The Company's nomination policy aims to ensure that the Company is led, managed and supervised by individuals who have high capability, experience and integrity. The following are nomination policies: 1. To prepare and provide recommendations on the system and procedures for the selection and/or replacement of members of the Board of Commissioners and Board of Directors to the Board of Commissioners to be submitted to the General Meeting of Shareholders. 2. To provide recommendations on the candidates for the Board of Commissioners and/or Board of Directors to the Board of Commissioners to be submitted to the General Meeting of Shareholders. 3. To provide recommendations concerning the Independent Party who will become members of Audit Committee and other Committee (if any) to the Board of Commissioners and Board of Directors of the Company. 4. To carry out other duties assigned by the Board of Commissioners.",commitment,False,False,False,governance,False
r027_006,BEST-SR_2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"The specific criteria taken into consideration in selecting members of the Board of Commissioners and Board of Directors include: 1. Demonstrating good morals, ethics, and integrity to support the company's tasks. 2. Considering a diverse range of skills, knowledge, and experience that the company requires. 3. Being able to perform self-assessments to evaluate performance and showing a commitment to comply with laws and regulations.",commitment,False,False,False,governance,False
r027_007,BEST-SR_2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,The members of the Board of Commissioners and Board of Directors receive salary and benefits based on their performance and roles.,action,False,False,False,governance,True
r027_008,BEST-SR_2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"To support the Nomination and Remuneration policy, the Company has a Nomination and Remuneration Committee that is responsible for assisting the Board of Commissioners duties to realize good corporate governance (GCG). This is also in line with the Financial Services Authority Regulation No.34/POJK.04/2014 dated December 8, 20214 (POJK 34) concerning the Nomination and Remuneration Committee of Issuers or Public Companies.",action,False,False,False,governance,True
r027_009,BEST-SR_2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"Performance assessment of the Nomination and Remuneration Committee is carried out by self-assessment, and the results are then reported to the Board of Commissioners as the direct supervisor. Some aspects that form the basis of the assessment include the following: 1. Attendance Rate. 2. Commitment to prioritize the Company's interests. 3. Compliance with the prevailing law and regulations.",action,False,False,False,governance,True
r027_010,BEST-SR_2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"BeFa conducts a structured and periodic assessment of the performance of both the Board of Commissioners and the Board of Directors to ensure alignment with the Company's strategic objectives and operational targets. The evaluation process is guided by clear criteria designed to measure effectiveness, accountability, and",action,False,False,False,governance,True
r035_000,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"The ICR has set an ambitious target of achieving net zero across all three scopes by 2040, and achieving an interim reduction of 42% by 2030.",commitment,True,False,False,climate-commitment|netzero-reduction|climate-f,True
r035_001,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Thanks to activities such as a new energy management system and research led energy saving behaviours, the ICR's emissions from direct sources (Scope 1) and indirect sources (Scope 2) have decreased by 16% since 2018/19.",outcome,False,False,True,climate-d|metrics|climate-sentiment,True
r035_002,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Business travel has seen a further bounce back this year, with increased travel to conferences the ICR has implemented a new policy of no domestic UK flights where a better sustainable alternative is available.",commitment,True,False,True,climate-commitment|climate-d,True
r035_003,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"There has been small decrease in waste emissions compared to the baseline year of 2018/29, with fluctuations in waste volumes in the intervening years due to the pandemic and large construction projects.",outcome,False,False,True,climate-d|metrics,True
r035_004,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,The ICR continues to be zero waste directly to landfill and is going out to tender for a new waste contract in 2025.,action,False,True,True,environmental-claims|climate-d,True
r035_005,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,Carbon emissions from purchased goods and services have decreased by 6% compared to the baseline year of 2018/19.,outcome,False,False,True,climate-d|metrics,True
r035_006,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"The ICR has successfully retained certification to ISO14001, an international standard that sets out the requirements for an environmental management system, since 2013 as part of our integrated management system.",outcome,False,False,True,governance|climate-d,True
r035_007,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"The new Concordat for the Environmental Sustainability of Research and Innovation Practice primary aims are to promote environmentally responsible practices in research and innovation, reducing negative environmental impacts and emissions associated with these activities.",commitment,True,False,False,governance|climate-commitment,True
r035_008,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,The ICR is proud to be a signatory to this Concordat.,commitment,True,False,False,governance|climate-commitment,True
r035_009,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Due to cultural change, ActNow and our energy manager the ICR has continued to achieve substantial savings of nearly a quarter of a million pounds on its 2023/24 bills compared to predicted usage.",outcome,False,False,True,climate-d|metrics,True
r035_010,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"These initiatives were monitored by the Sustainability Advisory Group, resulting in a 7% reduction in electricity consumption and a 4% decrease in gas usage compared to the previous academic year.",outcome,False,False,True,climate-d|metrics,True
r035_011,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,In 2023/24 our overall waste total in tonnes generated increased by 41.22 tonnes compared to 2022/23.,outcome,False,False,True,climate-d|metrics,True
r035_012,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,The overall weight of waste decreased by 1.35% (3.5 tonnes) when compared to the baseline year 2018/19.,outcome,False,False,True,climate-d|metrics,True
r035_013,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,Our total waste in tCO₂e increased to 73.05 tonnes.,outcome,False,False,True,climate-d|metrics,True
r041_000,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"PTBA berkomitmen mendukung target Pemerintah mencapai nol emisi. PTBA juga berkomitmen untuk menjalankan bisnis berkelanjutan dengan menerapkan keselarasan antara aspek Environmental, Social, and Governance (ESG).",commitment,True,False,True,climate-commitment|climate-d|climate-specificity,True
r041_001,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Perseroan senantiasa melakukan berbagai optimasi menuju pertambangan yang lebih ramah lingkungan. Langkah nyata yang diambil antara lain menerapkan eco, mechanized mining yaitu mengganti peralatan pertambangan yang menggunakan bahan bakar fosil menjadi elektrik, e-mining reporting system yaitu, system pelaporan produksi secara real time dan daring dan berbagai program manajemen karbon di area operasional penambangan.",action,False,True,True,environmental-claims|climate-d|climate-specificity,True
r041_002,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan energi bersih seperti pengembangan PLTS, PLTB, tanaman Kaliandra untuk mengurangi emisi karbon dan menjadi simpanan biomassa untuk diolah menjadi wood pellet sebagai bahan campuran co-firing di PLTU serta Carbon Capture, Utilization (CCU) atau penangkapan karbon dioksida dan dikonversi menjadi methanol.",action,False,True,True,environmental-claims|climate-d|climate-specificity,True
r041_003,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"PTBA berkomitmen mendukung target Pemerintah mencapai Emisi Nol Bersih atau Net Zero Emission pada 2060. Dengan visi menjadi perusahaan energi kelas dunia, PTBA telah memiliki roadmap manajemen karbon hingga 2050, baik bersifat pengurangan emisi (reducing emission sources/ maupun peningkatan penyerapan emisi (increase carbon sinks).",commitment,True,False,False,netzero-reduction|climate-commitment|climate-f,True
r041_004,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Berdasarkan manajemen karbon hingga 2050, terdapat 3 (tiga) pendekatan yang dilakukan PTBA, yaitu dekarbonisasi operasi, reklamasi, dan studi CCU (carbon capture, and utilization). Dengan langkah ini, PTBA optimis dapat menjadi Perusahaan yang berkelanjutan dan terus berkontribusi dalam pencapaian Net Zero Emission.",commitment,True,False,False,climate-commitment|climate-f,True
r041_005,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Upaya lain yang dilakukan PTBA untuk mengukuhkan sikap antikorupsi adalah secara berkesinambungan melakukan sosialisasi kebijakan dan prosedur antikorupsi di lingkungan Perusahaan. Merujuk sosialisasi yang sudah terselenggara, per 31 Desember 2024, anggota Dewan Komisaris dan Direksi yang telah mendapatkan sosialisasi dan prosedur antikorupsi tercatat sebanyak 11 orang, atau 100% dari total Dewan Komisaris dan Direksi. Adapun karyawan yang telah mendapatkan sosialisasi kebijakan dan prosedur antikorupsi sebanyak 1.679 orang atau 100% dari total karyawan.",outcome,False,False,False,governance|metrics,True
r041_006,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,Sedangkan mitra atau vendor yang telah mendapatkan sosialisasi kebijakan dan prosedur antikorupsi adalah seluruh vendor ditandai dengan penandatanganan pakta integritas.,outcome,False,False,False,governance|metrics,True
r041_007,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Selain sosialisasi kebijakan dan prosedur antikorupsi, PTBA juga memberi kesempatan kepada Dewan Komisaris, Direksi dan karyawan untuk mengikuti pelatihan tentang antikorupsi. Hingga akhir tahun 2024, jumlah anggota Dewan Komisaris dan Direksi yang telah mengikuti pelatihan antikorupsi tercatat sebanyak 11 orang, atau 100% dari total Dewan Komisaris dan Direksi. Sedangkan karyawan yang telah mengikuti pelatihan antikorupsi sebanyak 372 orang atau 22% dari total karyawan.",outcome,False,False,False,governance|metrics,True
r043_000,vktr_ar_sr_2024,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Sepanjang tahun 2024, VKTR mengukuhkan peran strategisnya dalam membentuk lanskap baru transportasi berkelanjutan di Indonesia. Tidak hanya sebagai perintis, VKTR kini hadir sebagai arsitek utama yang merancang dan mewujudkan solusi mobilitas hijau yang adaptif dan menyeluruh. Melalui pengembangan kendaraan listrik komersial lintas sektor, mulai dari truk dan bus, hingga solusi logistik dan angkutan perkotaan, VKTR memperkenalkan model mobilitas yang tidak hanya efisien, tetapi juga berorientasi pada masa depan rendah emisi.",commitment,True,False,True,climate-d|climate-specificity|climate-commitment|climate-sentiment|climate-s,True
r043_001,vktr_ar_sr_2024,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Keberhasilan pembangunan fasilitas perakitan kendaraan listrik di Magelang menjadi tonggak penting yang mencerminkan langkah nyata industrialisasi hijau di tingkat nasional. Dengan mengedepankan standar lokal dan pemberdayaan rantai pasok dalam negeri, VKTR memperluas cakupan dampak transformasi, dari aspek teknologi hingga penciptaan nilai ekonomi dan sosial.",action,True,False,True,climate-d|climate-specificity|climate-commitment|climate-sentiment|climate-s,False
r043_002,vktr_ar_sr_2024,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"VKTR terus menjadi bagian penting dari solusi nasional menuju masa depan transportasi rendah karbon. Perjalanan ini bukan sekadar menghadirkan produk, tetapi membentuk sistem, sebuah ekosistem yang menjawab kebutuhan zaman dengan teknologi, tanggung jawab lingkungan, dan tekad kolektif membangun Indonesia yang lebih hijau dan tangguh.",commitment,True,False,True,climate-d|climate-specificity|climate-commitment|climate-sentiment|climate-s,True
r043_003,vktr_ar_sr_2024,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Pada tanggal 10 Oktober 2023, Perusahaan dan MB menandatangani perjanjian kerja sama antara BA, Entitas Anak, dan MB, dimana Perusahaan akan menyediakan jasa perawatan, perbaikan dan penyediaan suku cadang untuk BYD yang dibutuhkan oleh Kendaraan Bus Listrik BYD K9 LF milik MB. Perusahaan menyatakan bersedia untuk bekerja sama dengan MB dalam hal perawatan, perbaikan, dan penyediaan suku cadang untuk Kendaraan Bus Listrik BYD K9 LF.",action,True,False,True,climate-d|climate-specificity|climate-commitment|climate-sentiment|climate-s,False
r043_004,vktr_ar_sr_2024,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Pada tanggal 27 September 2024, Perusahaan menandatangani Surat Perjanjian Kerahasiaan (NDA) dengan PT Agro Multi Persada. NDA tersebut berisi bahwa kedua perusahaan sepakat sehubungan adanya kemungkinan kerja sama dalam penggunaan truk dan bus listrik milik perusahaan oleh AMP untuk tujuan uji coba kendaraan listrik Perusahaan.",commitment,True,False,True,climate-d|climate-specificity|climate-commitment|climate-sentiment|climate-s,True
r043_005,vktr_ar_sr_2024,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Pada tanggal 1 Juni 2024, Perusahaan menandatangani Memorandum of Understanding dengan WBKM. Perusahaan, sebagai perusahaan yang bergerak di bidang perdagangan dan manufaktur kendaraan listrik, dan WBKM, sebagai Perusahaan yang menyediakan angkutan umum, ingin mengeksplorasi dan mempertimbangkan peluang untuk melakukan kerjasama timbal balik yang lebih luas pada proyek di Indonesia.",commitment,True,False,True,climate-d|climate-specificity|climate-commitment|climate-sentiment|climate-s,True
r043_006,vktr_ar_sr_2024,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Pada tanggal 15 Februari 2024, Perusahaan membuat Memorandum of Understanding (""MOU"") dengan MHN. Perusahaan dan MHN ingin mengeksplorasi dan mempertimbangkan peluang untuk bekerja sama satu sama lain dan mengembangkan bersama dengan bidang yang lebih luas dari kerja sama timbal balik pada proyek di Indonesia. Jangka waktunya adalah dua (2) tahun sejak tanggal efektif.",commitment,True,False,True,climate-d|climate-specificity|climate-commitment|climate-sentiment|climate-s,True
r043_007,vktr_ar_sr_2024,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Pada tanggal 16 Februari 2024, Perusahaan menandatangani Perjanjian Kerahasiaan dengan MHN. Perusahaan dan MHN sepakat bahwa Perusahaan akan bekerjasama dengan MHN untuk mendiskusikan peluang bisnis atas proyek kendaraan listrik.",commitment,True,False,True,climate-d|climate-specificity|climate-commitment|climate-sentiment|climate-s,True
r043_008,vktr_ar_sr_2024,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Pada tanggal 15 Februari 2024, Perusahaan menandatangani Perjanjian Kerahasiaan dengan BTN. Perusahaan dan BTN sepakat untuk mendiskusikan peluang bisnis atas proyek Modal Kerja Usaha untuk sektor Kendaraan Listrik. Dalam hal ini, kedua pihak setuju untuk melakukan analisa atas data-data yang diberikan oleh pihak lainnya yang dianggap diperlukan berkaitan dengan pelaksanaan proyek.",commitment,True,False,True,climate-d|climate-specificity|climate-commitment|climate-sentiment|climate-s,True
r043_009,vktr_ar_sr_2024,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Pada tanggal 15 November 2024, Perusahaan dan AMP menandatangani Perjanjian Uji Coba Truk Listrik untuk menguji coba satu (1) unit Truk Listrik tipe VKTR Light Duty Truck TLD080F dengan karoseri Hook Lift di lokasi kebun yang disepakati oleh Perusahan dan AMP. Uji coba ini dilakukan untuk mengevaluasi kinerja Truk Listrik dalam operasional di area kerja AMP, dengan periode uji coba selama satu (1) bulan. Kesuksesan uji coba akan ditentukan berdasarkan parameter kinerja yang telah disepakati, dan jika hasil uji coba memuaskan, AMP berpotensi untuk melakukan pembelian lebih lanjut sesuai dengan kesepakatan tertulis.",action,True,False,True,climate-d|climate-specificity|climate-commitment|climate-sentiment|climate-s,False
r043_010,vktr_ar_sr_2024,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Pada tanggal 5 Agustus 2024, VSI dan BYD telah mengadakan Perjanjian Lisensi Teknis Perakitan KD. Berdasarkan Perjanjian tersebut, VSI sebagai Penerima Lisensi dan BYD sebagai Pemberi Lisensi yang dimana mengatur tentang pemberian Hak Produksi.",action,True,False,True,climate-d|climate-specificity|climate-commitment|climate-sentiment|climate-s,False
r043_011,vktr_ar_sr_2024,tone_chain_of_thought_indonesian.md,arcee-ai/trinity-large-preview:free,"Pada tanggal 30 April 2022, Perusahaan dan Anhui mengadakan perjanjian negosiasi terhadap JAC Electric Vehicle Chassis. Jangka waktu perjanjian ini adalah lima (5) tahun.",commitment,True,False,True,climate-d|climate-specificity|climate-commitment|climate-sentiment|climate-s,True
r048_000,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"PTBA berkomitmen mendukung target Pemerintah mencapai nol emisi. PTBA juga berkomitmen untuk menjalankan bisnis berkelanjutan dengan menerapkan keselarasan antara aspek Environmental, Social, and Governance (ESG).",commitment,True,False,False,climate-commitment|climate-detection|governance,True
r048_001,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,Perseroan senantiasa melakukan berbagai optimasi menuju pertambangan yang lebih ramah lingkungan.,action,False,True,False,environmental-claims|climate-detection,True
r048_002,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Langkah nyata yang diambil antara lain menerapkan eco, mechanized mining yaitu mengganti peralatan pertambangan yang menggunakan bahan bakar fosil menjadi elektrik, e-mining reporting system yaitu, system pelaporan produksi secara real time dan daring dan berbagai program manajemen karbon di area operasional penambangan.",action,False,False,False,climate-d-s|climate-detection|metrics,True
r048_003,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan energi bersih seperti pengembangan PLTS, PLTB, tanaman Kaliandra untuk mengurangi emisi karbon dan menjadi simpanan biomassa untuk diolah menjadi wood pellet sebagai bahan campuran co-firing di PLTU serta Carbon Capture, Utilization (CCU) atau penangkapan karbon dioksida dan dikonversi menjadi methanol.",action,False,False,False,climate-d-s|climate-detection|metrics|strategy,True
r048_004,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,PTBA berkomitmen mendukung target Pemerintah mencapai Emisi Nol Bersih atau Net Zero Emission pada 2060.,commitment,True,False,False,netzero-reduction|climate-commitment|climate-detection,True
r048_005,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Dengan visi menjadi perusahaan energi kelas dunia, PTBA telah memiliki roadmap manajemen karbon hingga 2050, baik bersifat pengurangan emisi (reducing emission sources/ maupun peningkatan penyerapan emisi (increase carbon sinks).",action,False,False,False,climate-d-s|climate-detection|strategy|metrics,True
r048_006,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Berdasarkan manajemen karbon hingga 2050, terdapat 3 (tiga) pendekatan yang dilakukan PTBA, yaitu dekarbonisasi operasi, reklamasi, dan studi CCU (carbon capture, utilization, and utilization).",action,False,False,False,climate-d-s|climate-detection|strategy,True
r048_007,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"PTBA memiliki sikap tegas terhadap korupsi sebagai bagian dari komitmen Perusahaan dalam menjalankan bisnis yang bersih, transparan, dan berintegritas.",commitment,False,False,False,governance|none,False
r048_008,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Perusahaan menolak segala bentuk praktik korupsi, kolusi, dan nepotisme, baik dalam hubungan internal maupun eksternal perusahaan.",commitment,False,False,False,governance|none,False
r048_009,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Sikap ini diwujudkan melalui penerapan kode etik yang ketat, pengawasan internal yang kuat, serta implementasi whistleblowing system yang memungkinkan karyawan dan pemangku kepentingan melaporkan dugaan tindak korupsi secara aman.",action,False,False,False,governance|none,True
