review_id,label,tone_pred,sentiment_pred,ontology_path,mapping_method,mapping_confidence,proposed_ontology_path,proposed_t2_label,suggested_rule_tone,suggested_hybrid_tone,suggested_sentiment,review_status,review_notes,text_for_topic
a28_2129a533d38e,icr-sustainability-23-24_pdf/batch_6/rec_12,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"There has been small decrease in waste emissions compared to the baseline year of 2018/29, with fluctuations in waste volumes in the intervening years due to the pandemic and large construction projects."
a28_21a81ad821d4,icr-sustainability-23-24_pdf/batch_6/rec_13,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,The ICR continues to be zero waste directly to landfill and is going out to tender for a new waste contract in 2025.
a28_4ab55c89219d,icr-sustainability-23-24_pdf/batch_6/rec_18,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Outcome,Outcome,Neutral,needs_review,,"Thanks to activities such as a new energy management system and research led energy saving behaviours, the ICR's emissions from direct sources (Scope 1) and indirect sources (Scope 2) have decreased by 16% since 2018/19."
a28_38f4a67b1d22,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_4/rec_6,Commitment,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Commitment,Commitment,Positive,needs_review,,"PTBA secara aktif telah memberikan pengetahuan kepada karyawan terkait SPP/WBS yang disalurkan melalui medial email serta dipublikasikan melalui sosial media perusahaan. Sejalan dengan hal tersebut, untuk mendukung pemanfaatan SPP/WBS secara optimal, PTBA berkomitmen untuk melindungi pelapor pelanggaran yang beritikad baik."
a28_a3b6aa6917ab,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_4/rec_6,Commitment,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Commitment,Commitment,Positive,needs_review,,"PTBA secara aktif telah memberikan pengetahuan kepada karyawan terkait SPP/WBS yang disalurkan melalui medial email serta dipublikasikan melalui sosial media perusahaan. Sejalan dengan hal tersebut, untuk mendukung pemanfaatan SPP/WBS secara optimal, PTBA berkomitmen untuk melindungi pelapor pelanggaran yang beritikad baik."
a28_4807a40d2f73,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_3,Action,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,"Perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan energi bersih seperti pengembangan PLTS, PLTB, tanaman Kaliandra untuk mengurangi emisi karbon dan menjadi simpanan biomassa untuk diolah menjadi wood pellet sebagai bahan campuran co-firing di PLTU serta Carbon Capture, Utilization (CCU) atau penangkapan karbon dioksida dan dikonversi menjadi methanol."
a28_cc643eafcc64,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,"Perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan energi bersih seperti pengembangan PLTS, PLTB, tanaman Kaliandra untuk mengurangi emisi karbon dan menjadi simpanan biomassa untuk diolah menjadi wood pellet sebagai bahan campuran co-firing di PLTU serta Carbon Capture, Utilization (CCU) atau penangkapan karbon dioksida dan dikonversi menjadi methanol."
a28_706f04464389,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_4,Unknown,Neutral,Social → Partnership; Environmental → Energy Efficiency; Environmental → Emission Reduction; General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Positive,needs_review,,"PTBA berkomitmen mendukung target Pemerintah mencapai Emisi Nol Bersih atau Net Zero Emission pada 2060. Dengan visi menjadi perusahaan energi kelas dunia, PTBA telah memiliki roadmap manajemen karbon hingga 2050, baik bersifat pengurangan emisi (reducing emission sources/ maupun peningkatan penyerapan emisi (increase carbon sinks)."
a28_ba10d3acf240,icr-sustainability-23-24_pdf/batch_6/rec_4,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"There has been small decrease in waste emissions compared to the baseline year of 2018/29, with fluctuations in waste volumes in the intervening years due to the pandemic and large construction projects."
a28_ab8e0c7d4357,icr-sustainability-23-24_pdf/batch_6/rec_5,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,The ICR continues to be zero waste directly to landfill and is going out to tender for a new waste contract in 2025.
a28_2fb5c9215c6b,icr-sustainability-23-24_pdf/batch_6/rec_10,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Outcome,Outcome,Neutral,needs_review,,"Thanks to activities such as a new energy management system and research led energy saving behaviours, the ICR's emissions from direct sources (Scope 1) and indirect sources (Scope 2) have decreased by 16% since 2018/19."
a28_89b68113aeba,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_2,Unknown,Neutral,Economic → Operational → Supply Chain; General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,"In FY2024, we made significant progress with our environmental agenda by getting our near and long-term science-based emissions reduction targets, and overall science-based net-zero target, approved by the Science Based Targets initiative (SBTi)."
a28_40110bd01c33,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_5,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Commitment,Commitment,Neutral,needs_review,,"Our people are at the heart of who we are and drive our success. We are committed to being an inclusive community, and our core purpose is to enable our people to be the best they can be."
a28_4def54643832,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_5,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Commitment,Commitment,Neutral,needs_review,,"Our people are at the heart of who we are and drive our success. We are committed to being an inclusive community, and our core purpose is to enable our people to be the best they can be."
a28_af439d4ea1f2,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,"Operating Responsibly covers integrity and ethics, human rights and labour relations, tax transparency, rewarding shared efforts, corporate governance, focus on customer experience, and driving sustainable procurement."
a28_a5f51ba12a8e,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,"Operating Responsibly covers integrity and ethics, human rights and labour relations, tax transparency, rewarding shared efforts, corporate governance, focus on customer experience, and driving sustainable procurement."
a28_97b25019dabe,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,"Operating Responsibly covers integrity and ethics, human rights and labour relations, tax transparency, rewarding shared efforts, corporate governance, focus on customer experience, and driving sustainable procurement."
a28_4670f511aa20,Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,"Operating Responsibly covers integrity and ethics, human rights and labour relations, tax transparency, rewarding shared efforts, corporate governance, focus on customer experience, and driving sustainable procurement."
a28_5813376047fb,icr-sustainability-23-24_pdf/batch_6/rec_20,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"There has been small decrease in waste emissions compared to the baseline year of 2018/29, with fluctuations in waste volumes in the intervening years due to the pandemic and large construction projects."
a28_05d7cb9e62e9,icr-sustainability-23-24_pdf/batch_6/rec_21,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,The ICR continues to be zero waste directly to landfill and is going out to tender for a new waste contract in 2025.
a28_6d69fe5a55d3,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_1,Action,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Commitment,Commitment,Positive,needs_review,,"PTBA berkomitmen mendukung target Pemerintah mencapai nol emisi. PTBA juga berkomitmen untuk menjalankan bisnis berkelanjutan dengan menerapkan keselarasan antara aspek Environmental, Social, and Governance (ESG)."
a28_5a3d217e15bb,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_12,Unknown,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Commitment,Commitment,Positive,needs_review,,Komitmen antikorupsi tersebut dikukuhkan dengan beberapa kebijakan di PTBA di antaranya Keputusan Bersama Dewan Komisaris dan Direksi PTBA Nomor:10/SK/PTBA-DEKOM/IX/2020 dan Nomor:400/0100/2020 tentang Penerapan Prinsip dan Praktik Good Corporate Governance Untuk Kebijakan Anti Gratifikasi di PT Bukit Asam Tbk dan Pedoman Pengendalian Gratifikasi BAAGM:03 Nomor Revisi 1 tahun 2024.
a28_47b4544cf019,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_4/rec_1,Action,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Commitment,Commitment,Positive,needs_review,,"PTBA berkomitmen mendukung target Pemerintah mencapai nol emisi. PTBA juga berkomitmen untuk menjalankan bisnis berkelanjutan dengan menerapkan keselarasan antara aspek Environmental, Social, and Governance (ESG)."
a28_f633118c760c,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_4/rec_3,Unknown,Neutral,Social → Partnership; Environmental → Energy Efficiency; Environmental → Emission Reduction; General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,"Perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan energi bersih seperti pengembangan PLTS, PLTB, tanaman Kaliandra untuk mengurangi emisi karbon dan menjadi simpanan biomassa untuk diolah menjadi wood pellet sebagai bahan campuran co-firing di PLTU serta Carbon Capture, Utilization (CCU) atau penangkapan karbon dioksida dan dikonversi menjadi methanol."
a28_827aa69d0d23,BEST-SR_2024_pdf/batch_8/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Positive,needs_review,,"As a pioneer among industrial estate developers in Indonesia, BeFa is at the forefront of creating a green and eco-friendly industrial zone. This transformative initiative aims to minimize environmental impact while promoting a sustainable economic model. It includes prioritizing renewable energy sources, implementing waste management systems, and ensuring efficient resource utilization."
a28_8745eea299d1,BEST-SR_2024_pdf/batch_8/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Positive,needs_review,,"As a pioneer among industrial estate developers in Indonesia, BeFa is at the forefront of creating a green and eco-friendly industrial zone. This transformative initiative aims to minimize environmental impact while promoting a sustainable economic model. It includes prioritizing renewable energy sources, implementing waste management systems, and ensuring efficient resource utilization."
a28_95ac256a5e17,BEST-SR_2024_pdf/batch_8/rec_2,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Positive,needs_review,,"The Company is dedicated to continuous innovation and excellence within the realm of ESG, striving to create spaces that harmoniously blend industry with ecological sustainability. In its pursuit of this vision, BeFa is evolving into a Smart Eco-Industrial Park. This initiative focuses on promoting sustainable development through the incorporation of advanced technologies, smart infrastructure, and environmentally friendly practices that benefit both the community and the ecosystem. By fostering collaboration among tenants and other stakeholders, BeFa aims to set a precedent for responsible industrial growth while addressing global environmental challenges."
a28_1b48a6082788,BEST-SR_2024_pdf/batch_8/rec_2,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Positive,needs_review,,"The Company is dedicated to continuous innovation and excellence within the realm of ESG, striving to create spaces that harmoniously blend industry with ecological sustainability. In its pursuit of this vision, BeFa is evolving into a Smart Eco-Industrial Park. This initiative focuses on promoting sustainable development through the incorporation of advanced technologies, smart infrastructure, and environmentally friendly practices that benefit both the community and the ecosystem. By fostering collaboration among tenants and other stakeholders, BeFa aims to set a precedent for responsible industrial growth while addressing global environmental challenges."
a28_1fa375bd8385,AR SR GTRA 2024___pdf/batch_4/rec_21,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Commitment,Commitment,Neutral,needs_review,,"Imbalan kerja jangka pendek merupakan kompensasi yang diberikan oleh Grup seperti gaji, tunjangan, bonus dan pembayaran manfaat pensiun, yang diakui pada saat terutang kepada karyawan."
a28_b6de1867f37d,danamon_2024_pdf/batch_3/rec_24,Unknown,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,"In 2024, Danamon updated its Sustainability Governance structure to improve the effectiveness of bank-wide sustainable finance implementation."
a28_038b002f65f8,BEST-SR_2024_pdf/batch_8/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Positive,needs_review,,"As a pioneer among industrial estate developers in Indonesia, BeFa is at the forefront of creating a green and eco-friendly industrial zone. This transformative initiative aims to minimize environmental impact while promoting a sustainable economic model. It includes prioritizing renewable energy sources, implementing waste management systems, and ensuring efficient resource utilization."
a28_6490e5d3cbb3,BEST-SR_2024_pdf/batch_8/rec_2,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Positive,needs_review,,"The Company is dedicated to continuous innovation and excellence within the realm of ESG, striving to create spaces that harmoniously blend industry with ecological sustainability. In its pursuit of this vision, BeFa is evolving into a Smart Eco-Industrial Park. This initiative focuses on promoting sustainable development through the incorporation of advanced technologies, smart infrastructure, and environmentally friendly practices that benefit both the community and the ecosystem. By fostering collaboration among tenants and other stakeholders, BeFa aims to set a precedent for responsible industrial growth while addressing global environmental challenges."
a28_4308174ffc3e,BEST-SR_2024_pdf/batch_8/rec_2,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Positive,needs_review,,"The Company is dedicated to continuous innovation and excellence within the realm of ESG, striving to create spaces that harmoniously blend industry with ecological sustainability. In its pursuit of this vision, BeFa is evolving into a Smart Eco-Industrial Park. This initiative focuses on promoting sustainable development through the incorporation of advanced technologies, smart infrastructure, and environmentally friendly practices that benefit both the community and the ecosystem. By fostering collaboration among tenants and other stakeholders, BeFa aims to set a precedent for responsible industrial growth while addressing global environmental challenges."
a28_a0204e94d93e,BEST-SR_2024_pdf/batch_8/rec_3,Unknown,Positive,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Action,Action,Neutral,needs_review,,BeFa reaffirms its dedication to leadership excellence by promoting the professional development of its Board of Directors. Each board member is given the opportunity to participate in a specialized competency enhancement program designed to provide them with the latest industry knowledge and strategic insights.
a28_75afb684f260,BEST-SR_2024_pdf/batch_8/rec_3,Unknown,Positive,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Action,Action,Neutral,needs_review,,BeFa reaffirms its dedication to leadership excellence by promoting the professional development of its Board of Directors. Each board member is given the opportunity to participate in a specialized competency enhancement program designed to provide them with the latest industry knowledge and strategic insights.
a28_fbe3fec8ced5,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_18,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"Predictive maintenance can help choose the right office space size, allowing for more efficient energy consumption and a better work environment."
a28_906e25edf8f9,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_1/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Neutral,needs_review,,Intiland mengembangkan program GLADIS (Global Learning and Development Information System) untuk membangun kepercayaan dan mengembangkan pengetahuan serta kompetensi karyawan.
a28_f71dc889fd39,danamon_2024_pdf/batch_2/rec_58,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Neutral,needs_review,,"The name DAYATARA is the result of an internal competition involving employees, where all employees were given the opportunity to propose creative ideas related to the name of this inclusion and diversity program."
a28_240707218dca,danamon_2024_pdf/batch_2/rec_59,Action,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Neutral,needs_review,,"To support the success of the program, Danamon has partnered with Setara Berdaya Inklusif (Alun Jiva) in implementing workshops and onboarding programs, with the aim of preparing Danamon employees as mentors and buddies who can optimally assist interns."
a28_ff68f3a41b5d,danamon_2024_pdf/batch_3/rec_12,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Proportion of Female Employees
a28_83fae1abb272,danamon_2024_pdf/batch_3/rec_14,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Positive,needs_review,,Participants in Sustainable Finance Training and Sharing Sessions
a28_b053fd42dc09,danamon_2024_pdf/batch_3/rec_21,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Number of employees held by contractor and/or consultants
a28_6d86938cd5ef,danamon_2024_pdf/batch_3/rec_22,Unknown,Neutral,Governance → Strategy; General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,Sustainability Governance is one of Danamon's sustainability strategy pillars.
a28_2ea183fd4c76,danamon_2024_pdf/batch_3/rec_23,Action,Neutral,Governance → Compliance; General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,"A good Sustainability Governance ensures the implementation of Sustainable Finance is in accordance with environmental, social, and governance (ESG) principles, as well as compliance to prevailing regulation."
a28_7230fec08d4e,danamon_2024_pdf/batch_3/rec_24,Unknown,Positive,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,"In 2024, Danamon updated its Sustainability Governance structure to improve the effectiveness of bank-wide sustainable finance implementation."
a28_82fc40c8319d,danamon_2024_pdf/batch_3/rec_11,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"Calculations are based on the updated emission factors from the 2024 Green Calculator Guidebook by Bank Indonesia. Previously reported values were 23,661 Ton CO₂e (2023) and 23,686 Ton CO₂e (2022)."
a28_b5301608dc88,danamon_2024_pdf/batch_3/rec_11,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"Calculations are based on the updated emission factors from the 2024 Green Calculator Guidebook by Bank Indonesia. Previously reported values were 23,661 Ton CO₂e (2023) and 23,686 Ton CO₂e (2022)."
a28_c271675600eb,danamon_2024_pdf/batch_3/rec_17,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Employee Turnover Rate [IDX S-03]
a28_d0e8ae0043b9,danamon_2024_pdf/batch_3/rec_18,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Number of Employees Resigning/Terminated
a28_7277625c5e87,danamon_2024_pdf/batch_3/rec_19,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Number of New Employees
a28_401ad2c7f0dc,danamon_2024_pdf/batch_3/rec_20,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Number of Temporary Employees [IDX S-04]
a28_1a7ca00be250,danamon_2024_pdf/batch_2/rec_40,Unknown,Positive,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Positive,needs_review,,"In terms of competency improvement, employees from the HSE and BCM Divisions receive special training with General OHS Expert certification, while all employees receive training and socialization regarding OHS periodically."
a28_1d8fcc7078d1,danamon_2024_pdf/batch_2/rec_47,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,"The implementation of respect for human rights is stipulated in the Code of Conduct which includes; freedom of association and participation in organizations; prohibition of all forms of harassment, slander, assault, persecution, and threats; and in the implementation of human resources policies including; legal protection of employees and wages."
a28_35980065cc38,danamon_2024_pdf/batch_2/rec_47,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,"The implementation of respect for human rights is stipulated in the Code of Conduct which includes; freedom of association and participation in organizations; prohibition of all forms of harassment, slander, assault, persecution, and threats; and in the implementation of human resources policies including; legal protection of employees and wages."
a28_f873b4a3290c,danamon_2024_pdf/batch_2/rec_47,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,"The implementation of respect for human rights is stipulated in the Code of Conduct which includes; freedom of association and participation in organizations; prohibition of all forms of harassment, slander, assault, persecution, and threats; and in the implementation of human resources policies including; legal protection of employees and wages."
a28_307d39ae00e0,danamon_2024_pdf/batch_2/rec_47,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,"The implementation of respect for human rights is stipulated in the Code of Conduct which includes; freedom of association and participation in organizations; prohibition of all forms of harassment, slander, assault, persecution, and threats; and in the implementation of human resources policies including; legal protection of employees and wages."
a28_b99cb984bf43,danamon_2024_pdf/batch_2/rec_38,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Negative,needs_review,,"Every employee bears the responsibility to maintain a safe, healthy, and responsible work environment, and is required to report incidents that occur."
a28_15e1f295b9ad,danamon_2024_pdf/batch_2/rec_43,Unknown,Neutral,Governance → Compliance; General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Neutral,needs_review,,Danamon provides health benefits to all employees through the BPJS Kesehatan and Health Insurance programs in accordance with the Human Capital Policy.
a28_0b7fa56732a5,danamon_2024_pdf/batch_2/rec_44,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,"This benefit facilitates employees in accessing health services at various hospitals, clinics, and other health facilities."
a28_1240504aba3d,danamon_2024_pdf/batch_2/rec_45,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Danamon employees who are over 40 years old are given free medical check-up facilities once a year.
a28_25b1b0df0440,danamon_2024_pdf/batch_2/rec_45,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Danamon employees who are over 40 years old are given free medical check-up facilities once a year.
a28_e8a08a6d13ce,danamon_2024_pdf/batch_2/rec_9,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Employee Turnover Rate [IDX S-03]
a28_cbc0c1edd09a,danamon_2024_pdf/batch_2/rec_10,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Number of Temporary Employees [IDX S-04]
a28_d5525acaf9cf,danamon_2024_pdf/batch_2/rec_11,Unknown,Neutral,Governance → Strategy; General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,Sustainability Governance is one of Danamon's sustainability strategy pillars.
a28_f47c8dd426a4,danamon_2024_pdf/batch_2/rec_47,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,"The implementation of respect for human rights is stipulated in the Code of Conduct which includes; freedom of association and participation in organizations; prohibition of all forms of harassment, slander, assault, persecution, and threats; and in the implementation of human resources policies including; legal protection of employees and wages."
a28_c5d9cd9dd350,danamon_2024_pdf/batch_2/rec_51,Unknown,Positive,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Neutral,needs_review,,"Some of the main obstacles faced by people with disabilities in achieving economic and social self-reliance include access to education, training, and the availability of decent jobs."
a28_8ef9e6f39023,danamon_2024_pdf/batch_2/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"Calculations are based on the updated emission factors from the 2024 Green Calculator Guidebook by Bank Indonesia. Previously reported values were 23,661 Ton CO₂e (2023) and 23,686 Ton CO₂e (2022)."
a28_57077359c5fa,danamon_2024_pdf/batch_2/rec_4,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Proportion of Female Employees
a28_6f1712c44163,danamon_2024_pdf/batch_2/rec_6,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Positive,needs_review,,Participants in Sustainable Finance Training and Sharing Sessions
a28_68d87678d903,danamon_2024_pdf/batch_2/rec_12,Action,Neutral,Governance → Compliance; General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,"A good Sustainability Governance ensures the implementation of Sustainable Finance is in accordance with environmental, social, and governance (ESG) principles, as well as compliance to prevailing regulation."
a28_c95d880ceced,danamon_2024_pdf/batch_2/rec_13,Unknown,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,"In 2024, Danamon updated its Sustainability Governance structure to improve the effectiveness of bank-wide sustainable finance implementation."
a28_26163369494f,danamon_2024_pdf/batch_2/rec_13,Unknown,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,"In 2024, Danamon updated its Sustainability Governance structure to improve the effectiveness of bank-wide sustainable finance implementation."
a28_0502e35cc9f5,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,Our governance efforts continue to focus on preparing for compliance with the EU Corporate Sustainability Reporting Directive (CSRD).
a28_2a06e3fa4f41,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,Our governance efforts continue to focus on preparing for compliance with the EU Corporate Sustainability Reporting Directive (CSRD).
a28_52722809a3fc,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_5,Unknown,Neutral,Social → Partnership; General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Commitment,Commitment,Neutral,needs_review,,"Our people are at the heart of who we are and drive our success. We are committed to being an inclusive community, and our core purpose is to enable our people to be the best they can be."
