record_id,run_idx,record_idx,timestamp,model,prompt,target,company,ok,text,text_len_chars,text_len_words,language,aspect,esg,tone_pred,sentiment,sentiment_score,labels,reasoning,suggested_tone,suggestion_source,silver_tone_ground_truth,needs_human_review,schema_drift,has_climate_commitment,has_environmental_claims,has_climate_d,ground_truth_tone,ground_truth_esg,ground_truth_aspect,annotator,review_notes,review_status
r007_008,7,8,2026-04-08T02:44:38.216582Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_indonesian.md,AR SR GTRA 2024___pdf/batch_4,AR SR GTRA 2024,True,Kerugian kredit diukur sebagai nilai sekarang dari semua kekurangan penerimaan kas (yaitu perbedaan antara arus kas terutang dari suatu entitas berdasarkan kontrak dan arus kas yang diharapkan untuk diterima).,209,29,id,none,none,none,none,0.0,none,"This is an accounting policy statement, not related to ESG.",none,label_none,none,False,False,False,False,False,,,,,,needs_review
r007_003,7,3,2026-04-08T02:44:38.216582Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_indonesian.md,AR SR GTRA 2024___pdf/batch_4,AR SR GTRA 2024,True,Laba Bruto,10,2,unknown,none,none,none,none,0.0,none,"This is a financial term for gross profit, not related to ESG.",none,label_none,none,False,False,False,False,False,,,,,,needs_review
r014_023,14,23,2026-04-08T02:44:58.986814Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_indonesian.md,icr-sustainability-23-24_pdf/batch_6,icr-sustainability-23-24,True,The ICR is proud to be a signatory to this Concordat.,53,11,en,governance,g,outcome,positive,0.8,governance|climate-sentiment,"Describes pride in being a signatory, indicating positive sentiment towards governance commitment.",none,fallback_none,outcome,False,False,False,False,False,,,,,,needs_review
r079_008,79,8,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,"Merujuk sosialisasi yang sudah terselenggara, per 31 Desember 2024, anggota Dewan Komisaris dan Direksi yang telah mendapatkan sosialisasi dan prosedur antikorupsi tercatat sebanyak 11 orang, atau 100% dari total Dewan Komisaris dan Direksi.",241,33,id,sosialisasi antikorupsi untuk komisaris dan direksi,g,outcome,positive,1.0,metrics|governance,Hasil terukur yang positif (100% coverage).,outcome,lexical_outcome,outcome,False,False,False,False,False,,,,,,needs_review
r049_006,49,6,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,"This strategic shift not only strengthened Grahatrans's operational resilience, but also allowed it to align with broader national growth trends.",145,21,en,climate-detection,e,outcome,positive,1.0,climate-d|climate-sentiment|climate-s,"Text indicates positive outcomes from strategic actions, showing improved operational resilience and alignment with growth trends.",none,fallback_none,outcome,False,False,False,False,True,,,,,,needs_review
r080_001,80,1,2026-04-08T02:57:58.925003Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,vktr_ar_sr_2024_pdf/batch_21,vktr_ar_sr_2024,True,"The successful completion of VKTR's commercial electric vehicle assembly facility in Magelang marked a milestone in advancing national green industrialization. By prioritizing local standards and empowering domestic supply chains, VKTR has broadened the scope of its transformative impact, from technological advancement to the creation of economic and social value.",366,50,en,climate-detection,e,outcome,positive,0.8,climate-d|climate-commitment|strategy|opportunity,"The text highlights the successful completion of an electric vehicle assembly facility, marking a milestone in green industrialization, indicating a positive outcome in climate-related initiatives.",commitment,lexical_or_climate_commitment,outcome,False,False,True,False,True,,,,,,needs_review
r035_005,35,5,2026-04-08T02:51:21.226367Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_7,icr-sustainability-23-24,True,Carbon emissions from purchased goods and services have decreased by 6% compared to the baseline year of 2018/19.,113,19,en,climate-d,e,outcome,positive,1.0,climate-d|metrics,Measurable reduction in emissions from purchased goods and services.,none,fallback_none,outcome,False,False,False,False,True,,,,,,needs_review
r081_002,81,2,2026-04-08T02:58:28.918823Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_10,AR SR GTRA 2024,True,"Within this environment, the transport and warehousing sector stood out with 8.69% growth, driven by increased activity in manufacturing and trade. As a result, logistics and transportation services continued to gain relevance as essential pillars of the national economy.",272,40,en,economic growth,s,outcome,positive,1.0,metrics,"Text reports positive growth in the transport and warehousing sector, contributing to the national economy.",none,fallback_none,outcome,False,False,False,False,False,,,,,,needs_review
r041_007,41,7,2026-04-08T02:51:48.065874Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,"Selain sosialisasi kebijakan dan prosedur antikorupsi, PTBA juga memberi kesempatan kepada Dewan Komisaris, Direksi dan karyawan untuk mengikuti pelatihan tentang antikorupsi. Hingga akhir tahun 2024, jumlah anggota Dewan Komisaris dan Direksi yang telah mengikuti pelatihan antikorupsi tercatat sebanyak 11 orang, atau 100% dari total Dewan Komisaris dan Direksi. Sedangkan karyawan yang telah mengikuti pelatihan antikorupsi sebanyak 372 orang atau 22% dari total karyawan.",475,63,id,governance,g,outcome,positive,1.0,governance|metrics,"Provides specific quantitative metrics (100% of Board members and 22% of employees trained) showing successful implementation of anti-corruption training programs, which is a measurable outcome with positive sentiment.",outcome,lexical_outcome,outcome,False,False,False,False,False,,,,,,needs_review
r041_006,41,6,2026-04-08T02:51:48.065874Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,Sedangkan mitra atau vendor yang telah mendapatkan sosialisasi kebijakan dan prosedur antikorupsi adalah seluruh vendor ditandai dengan penandatanganan pakta integritas.,169,20,id,governance,g,outcome,positive,1.0,governance|metrics,"Provides specific quantitative metric (all vendors signed integrity pact) showing successful implementation of anti-corruption policies with vendors, which is a measurable outcome with positive sentiment.",outcome,lexical_outcome,outcome,False,False,False,False,False,,,,,,needs_review
r073_003,73,3,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,"There has been small decrease in waste emissions compared to the baseline year of 2018/29, with fluctuations in waste volumes in the intervening years due to the pandemic and large construction projects.",203,33,en,climate-detection,e,outcome,neutral,0.0,climate-detection|metrics,Measurable waste emission change with contextual explanation.,none,fallback_none,outcome,False,False,False,False,False,,,,,,needs_review
r035_009,35,9,2026-04-08T02:51:21.226367Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_7,icr-sustainability-23-24,True,"Due to cultural change, ActNow and our energy manager the ICR has continued to achieve substantial savings of nearly a quarter of a million pounds on its 2023/24 bills compared to predicted usage.",196,34,en,climate-d,e,outcome,positive,1.0,climate-d|metrics,Significant financial savings achieved through energy efficiency measures.,outcome,lexical_outcome,outcome,False,False,False,False,True,,,,,,needs_review
r014_022,14,22,2026-04-08T02:44:58.986814Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_indonesian.md,icr-sustainability-23-24_pdf/batch_6,icr-sustainability-23-24,True,"The ICR has successfully retained certification to ISO14001, an international standard that sets out the requirements for an environmental management system, since 2013 as part of our integrated management system.",213,30,en,governance,g,outcome,positive,0.8,governance|climate-sentiment,"Describes successful retention of environmental certification, indicating positive governance outcome.",outcome,lexical_outcome,outcome,False,False,False,False,False,,,,,,needs_review
r014_006,14,6,2026-04-08T02:44:58.986814Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_indonesian.md,icr-sustainability-23-24_pdf/batch_6,icr-sustainability-23-24,True,"The ICR has successfully retained certification to ISO14001, an international standard that sets out the requirements for an environmental management system, since 2013 as part of our integrated management system.",213,30,en,governance,g,outcome,positive,0.8,governance|climate-sentiment,"Describes successful retention of environmental certification, indicating positive governance outcome.",outcome,lexical_outcome,outcome,False,False,False,False,False,,,,,,needs_review
r096_002,96,2,2026-04-23T04:00:22.574827Z,openai/gpt-oss-120b:free,data.md,Indonet-Annual-Report-2022_pdf/batch_7,Indonet-Annual-Report-2022,True,"The Company has also established numerous strategic partnerships which will support the business to expand services, enhance customer response times, and maximize its potential growth in Indonesia.",197,27,en,missing,none,missing,neutral,,none,,commitment,lexical_or_climate_commitment,commitment,True,False,False,False,False,,,,,,needs_review
r103_001,103,1,2026-04-23T04:02:41.815725Z,openai/gpt-oss-120b:free,data.md,Indonet-Annual-Report-2022_pdf/batch_14,Indonet-Annual-Report-2022,True,The Group performs a regular review of the impact of interest rate risk to manage the interest rate risk through preparation of regular cash flow projections to monitor the payment of borrowings principal and interest. Interest rates are monitored to minimise negative impact on the Group.,289,46,en,missing,g,missing,neutral,,risk|governance,,none,fallback_none,none,True,False,False,False,False,,,,,,needs_review
r103_000,103,0,2026-04-23T04:02:41.815725Z,openai/gpt-oss-120b:free,data.md,Indonet-Annual-Report-2022_pdf/batch_14,Indonet-Annual-Report-2022,True,"With the Renewable Energy Certificate obtained by its subsidiary from PLN, the Company is able to realize its commitment to support the sustainability goals of its customers through the use of sustainable energy.",212,33,en,missing,e,missing,positive,,climate-commitment|environmental-claims,,outcome,lexical_outcome,outcome,True,False,True,True,False,,,,,,needs_review
r099_002,99,2,2026-04-23T04:01:06.456359Z,openai/gpt-oss-120b:free,data.md,Indonet-Annual-Report-2022_pdf/batch_10,Indonet-Annual-Report-2022,True,"Through various strategic moves taken to overcome the existing limitations, the Company will continue to seize existing opportunities in order to create added value and sustainable growth in the future.",202,30,en,missing,g,missing,commitment,,strategy|commitment,,commitment,lexical_or_climate_commitment,commitment,True,True,False,False,False,,,,,,needs_review
r107_002,107,2,2026-04-23T04:03:35.644218Z,openai/gpt-oss-120b:free,data.md,Indonet-Annual-Report-2022_pdf/batch_18,Indonet-Annual-Report-2022,True,"On 30 December 2019, the Minister of Finance ... issued Decree ... regarding the granting of corporate income tax reduction facility to EDG ... Up to the completion date of these consolidated financial statements, the application for tax holiday facility is still in the process of review by DGT.",296,46,en,missing,g,missing,neutral,,governance|risk,,none,fallback_none,none,True,False,False,False,False,,,,,,needs_review
r102_006,102,6,2026-04-23T04:02:22.435200Z,openai/gpt-oss-120b:free,data.md,Indonet-Annual-Report-2022_pdf/batch_13,Indonet-Annual-Report-2022,True,The Group maximum exposure to credit risk for each class of financial assets as at 31 December 2022 and 2021 is equal to the carrying amounts as presented in the consolidated statement of financial position.,207,35,en,missing,g,missing,neutral,,risk|metrics,,none,fallback_none,none,True,False,False,False,False,,,,,,needs_review
r098_003,98,3,2026-04-23T04:00:49.505609Z,openai/gpt-oss-120b:free,data.md,Indonet-Annual-Report-2022_pdf/batch_9,Indonet-Annual-Report-2022,True,The Group has defined benefit and defined contribution plans and is required to provide minimum pension benefits as stipulated in the Omnibus Law and related regulations.,170,26,en,missing,g,missing,neutral,,governance|metrics,,none,fallback_none,none,True,False,False,False,False,,,,,,needs_review
r100_000,100,0,2026-04-23T04:01:19.655290Z,openai/gpt-oss-120b:free,data.md,Indonet-Annual-Report-2022_pdf/batch_11,Indonet-Annual-Report-2022,True,"Dengan adanya Sertifikat Energi Terbarukan yang diperoleh entitas anaknya dari PLN, Perseroan mampu mewujudkan komitmennya dalam mendukung tujuan keberlanjutan para pelanggan melalui penggunaan energi berkelanjutan.",215,25,id,missing,e,missing,commitment,,climate-commitment|environmental-claims,,commitment,lexical_or_climate_commitment,commitment,True,True,True,True,False,,,,,,needs_review
r094_000,94,0,2026-04-23T03:59:52.536695Z,openai/gpt-oss-120b:free,data.md,Indonet-Annual-Report-2022_pdf/batch_5,Indonet-Annual-Report-2022,True,"Dengan adanya Sertifikat Energi Terbarukan yang diperoleh entitas anaknya dari PLN, Perseroan mampu mewujudkan komitmennya dalam mendukung tujuan keberlanjutan para pelanggan melalui penggunaan energi berkelanjutan.",215,25,id,missing,e,missing,commitment,,climate-commitment|environmental-claims,,commitment,lexical_or_climate_commitment,commitment,True,True,True,True,False,,,,,,needs_review
r048_006,48,6,2026-04-08T02:53:38.374726Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,"Berdasarkan manajemen karbon hingga 2050, terdapat 3 (tiga) pendekatan yang dilakukan PTBA, yaitu dekarbonisasi operasi, reklamasi, dan studi CCU (carbon capture, utilization, and utilization).",193,24,mixed,climate-d-s,e,action,missing,,climate-d-s|climate-detection|strategy,"Describes specific three-pronged approach to carbon management including decarbonization, reclamation, and CCU studies.",none,fallback_none,action,True,True,False,False,False,,,,,,needs_review
