record_key,run_idx,record_idx,timestamp,model,target,document,prompt,statement,statement_len,aspect,labels,esg,tone,sentiment,reasoning,best_status,best_score,best_token_coverage,best_sequence_ratio,best_matched_terms,best_snippet,best_page,best_page_number,best_page_path
flat:127,43,2,2026-04-08T02:53:20.718700Z,arcee-ai/trinity-large-preview:free,vktr_ar_sr_2024_pdf/batch_20,vktr_ar_sr_2024_pdf,tone_chain_of_thought_indonesian.md,"VKTR terus menjadi bagian penting dari solusi nasional menuju masa depan transportasi rendah karbon. Perjalanan ini bukan sekadar menghadirkan produk, tetapi membentuk sistem, sebuah ekosistem yang menjawab kebutuhan zaman dengan teknologi, tanggung jawab lingkungan, dan tekad kolektif membangun Indonesia yang lebih hijau dan tangguh.",336,climate-detection,"['climate-d', 'climate-specificity', 'climate-commitment', 'climate-sentiment', 'climate-s']",E,commitment,positive,"Teks menekankan peran VKTR dalam membangun ekosistem transportasi rendah karbon, dengan fokus pada tanggung jawab lingkungan dan masa depan yang lebih hijau. Ini mencerminkan komitmen jangka panjang terhadap isu iklim.",exact,1.0,1.0,0.44,"bagian, bukan, dari, depan, ekosistem, hijau, indonesia, jawab, karbon, kebutuhan, kolektif, lebih, lingkungan, masa, membangun, membentuk, menghadirkan, menjadi, menjawab, menuju, nasional, penting, perjalanan, produk, rendah, sebuah, sekadar, sistem, solusi, tangguh, tanggung, tekad, teknologi, terus, tetapi, transportasi, vktr, zaman",dustrialisasi hijau di tingkat nasional dengan mengedepankan standar lokal dan pemberdayaan rantai pasok dalam negeri vktr memperluas cakupan dampak transformasi dari aspek teknologi hingga penciptaan nilai ekonomi dan sosial komitmen ini diperkuat melalui pengembangan beragam prototipe dan kolaborasi lintas industri yang mendukung kecepatan adopsi serta kustomisasi kendaraan sesuai kebutuhan sektor sektor strategis vktr terus menjadi bagian penting dari solusi nasional menuju masa depan transportasi rendah karbon perjalanan ini bukan sekadar menghadirkan produk tetapi membentuk sistem sebuah ekosistem yang menjawab kebutuhan zaman dengan teknologi tanggung jawab lingkungan dan tekad kolektif membangun indonesia yang lebih hijau dan tangguh throughout 2024 vktr reinforced its strategic role in shaping a new landscape for sustainable transportation in indonesia no longer merely a pioneer vktr has emerged as a principal architect designing and implementing adaptive and comprehensive green transport solutions through the development of commercial electric vehicles across various sectors from trucks and buses to logistics and urban transport solutions vktr,page_0002.md,2,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/vktr_ar_sr_2024_pdf/pages/page_0002.md
flat:128,43,3,2026-04-08T02:53:20.718700Z,arcee-ai/trinity-large-preview:free,vktr_ar_sr_2024_pdf/batch_20,vktr_ar_sr_2024_pdf,tone_chain_of_thought_indonesian.md,"Pada tanggal 10 Oktober 2023, Perusahaan dan MB menandatangani perjanjian kerja sama antara BA, Entitas Anak, dan MB, dimana Perusahaan akan menyediakan jasa perawatan, perbaikan dan penyediaan suku cadang untuk BYD yang dibutuhkan oleh Kendaraan Bus Listrik BYD K9 LF milik MB. Perusahaan menyatakan bersedia untuk bekerja sama dengan MB dalam hal perawatan, perbaikan, dan penyediaan suku cadang untuk Kendaraan Bus Listrik BYD K9 LF.",436,climate-detection,"['climate-d', 'climate-specificity', 'climate-commitment', 'climate-sentiment', 'climate-s']",E,action,neutral,"Teks menggambarkan kerja sama teknis untuk perawatan kendaraan listrik, yang secara tidak langsung mendukung penggunaan kendaraan rendah emisi. Namun, fokusnya lebih pada aspek operasional daripada komitmen iklim secara langsung.",exact,1.0,1.0,0.5088,"2023, akan, anak, antara, bekerja, bersedia, cadang, dibutuhkan, dimana, entitas, jasa, kendaraan, kerja, listrik, menandatangani, menyatakan, menyediakan, milik, oktober, oleh, pada, penyediaan, perawatan, perbaikan, perjanjian, perusahaan, sama, suku, tanggal",pt vktr teknologi mobilitas tbk dan entitas anak catatan atas laporan keuangan konsolidasian 31 desember 2024 dan 2023 serta untuk tahun yang berakhir pada tanggal tanggal tersebut angka dalam tabel disajikan dalam jutaan rupiah kecuali dinyatakan lain 39 perjanjian dan ikatan yang signifikan lanjutan g pt mayasari bakti mb pada tanggal 10 oktober 2023 perusahaan dan mb menandatangani perjanjian kerja sama antara ba entitas anak dan mb dimana perusahaan akan menyediakan jasa perawatan perbaikan dan penyediaan suku cadang untuk byd yang dibutuhkan oleh kendaraan bus listrik byd k9 lf milik mb perusahaan menyatakan bersedia untuk bekerja sama dengan mb dalam hal perawatan perbaikan dan penyediaan suku cadang untuk kendaraan bus listrik byd k9 lf h pt agro multi persada amp pada tanggal 27 september 2024 perusahaan menandatangani surat perjanjian kerahasiaan nda dengan pt agro multi persada nda tersebut berisi bahwa kedua perusahaan sepakat sehubungan adanya kemungkinan kerja sama dalam penggunaan truk dan bus listrik milik perusahaan oleh amp untuk tujuan uji coba kendaraan listrik perusahaan i pt wahana bina karya mandiri wbkm pada tanggal 1 juni 2024 peru,page_0538.md,538,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/vktr_ar_sr_2024_pdf/pages/page_0538.md
flat:129,43,4,2026-04-08T02:53:20.718700Z,arcee-ai/trinity-large-preview:free,vktr_ar_sr_2024_pdf/batch_20,vktr_ar_sr_2024_pdf,tone_chain_of_thought_indonesian.md,"Pada tanggal 27 September 2024, Perusahaan menandatangani Surat Perjanjian Kerahasiaan (NDA) dengan PT Agro Multi Persada. NDA tersebut berisi bahwa kedua perusahaan sepakat sehubungan adanya kemungkinan kerja sama dalam penggunaan truk dan bus listrik milik perusahaan oleh AMP untuk tujuan uji coba kendaraan listrik Perusahaan.",330,climate-detection,"['climate-d', 'climate-specificity', 'climate-commitment', 'climate-sentiment', 'climate-s']",E,commitment,neutral,"Teks menunjukkan komitmen untuk menguji coba kendaraan listrik, yang merupakan langkah menuju adopsi teknologi rendah emisi. Namun, ini masih bersifat potensial dan belum menjadi tindakan konkret.",exact,1.0,1.0,0.4362,"2024, adanya, agro, bahwa, berisi, coba, kedua, kemungkinan, kendaraan, kerahasiaan, kerja, listrik, menandatangani, milik, multi, oleh, pada, penggunaan, perjanjian, persada, perusahaan, sama, sehubungan, sepakat, september, surat, tanggal, tersebut, truk, tujuan",aan dan mb menandatangani perjanjian kerja sama antara ba entitas anak dan mb dimana perusahaan akan menyediakan jasa perawatan perbaikan dan penyediaan suku cadang untuk byd yang dibutuhkan oleh kendaraan bus listrik byd k9 lf milik mb perusahaan menyatakan bersedia untuk bekerja sama dengan mb dalam hal perawatan perbaikan dan penyediaan suku cadang untuk kendaraan bus listrik byd k9 lf h pt agro multi persada amp pada tanggal 27 september 2024 perusahaan menandatangani surat perjanjian kerahasiaan nda dengan pt agro multi persada nda tersebut berisi bahwa kedua perusahaan sepakat sehubungan adanya kemungkinan kerja sama dalam penggunaan truk dan bus listrik milik perusahaan oleh amp untuk tujuan uji coba kendaraan listrik perusahaan i pt wahana bina karya mandiri wbkm pada tanggal 1 juni 2024 perusahaan menandatangani memorandum of understanding dengan wbkm perusahaan sebagai perusahaan yang bergerak di bidang perdagangan dan manufaktur kendaraan listrik dan wbkm sebagai perusahaan yang menyediakan angkutan umum ingin mengeksplorasi dan mempertimbangkan peluang untuk melakukan kerjasama timbal balik yang lebih luas pada proyek di indonesia pada,page_0538.md,538,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/vktr_ar_sr_2024_pdf/pages/page_0538.md
flat:130,43,5,2026-04-08T02:53:20.718700Z,arcee-ai/trinity-large-preview:free,vktr_ar_sr_2024_pdf/batch_20,vktr_ar_sr_2024_pdf,tone_chain_of_thought_indonesian.md,"Pada tanggal 1 Juni 2024, Perusahaan menandatangani Memorandum of Understanding dengan WBKM. Perusahaan, sebagai perusahaan yang bergerak di bidang perdagangan dan manufaktur kendaraan listrik, dan WBKM, sebagai Perusahaan yang menyediakan angkutan umum, ingin mengeksplorasi dan mempertimbangkan peluang untuk melakukan kerjasama timbal balik yang lebih luas pada proyek di Indonesia.",385,climate-detection,"['climate-d', 'climate-specificity', 'climate-commitment', 'climate-sentiment', 'climate-s']",E,commitment,neutral,"Teks menggambarkan eksplorasi kerja sama untuk proyek kendaraan listrik, yang menunjukkan komitmen terhadap transportasi berkelanjutan. Namun, ini masih dalam tahap perencanaan dan belum menjadi tindakan nyata.",exact,1.0,1.0,0.455,"2024, angkutan, balik, bergerak, bidang, indonesia, ingin, juni, kendaraan, kerjasama, lebih, listrik, luas, manufaktur, melakukan, memorandum, mempertimbangkan, menandatangani, mengeksplorasi, menyediakan, pada, peluang, perdagangan, perusahaan, proyek, sebagai, tanggal, timbal, umum, understanding, wbkm",ndaraan bus listrik byd k9 lf h pt agro multi persada amp pada tanggal 27 september 2024 perusahaan menandatangani surat perjanjian kerahasiaan nda dengan pt agro multi persada nda tersebut berisi bahwa kedua perusahaan sepakat sehubungan adanya kemungkinan kerja sama dalam penggunaan truk dan bus listrik milik perusahaan oleh amp untuk tujuan uji coba kendaraan listrik perusahaan i pt wahana bina karya mandiri wbkm pada tanggal 1 juni 2024 perusahaan menandatangani memorandum of understanding dengan wbkm perusahaan sebagai perusahaan yang bergerak di bidang perdagangan dan manufaktur kendaraan listrik dan wbkm sebagai perusahaan yang menyediakan angkutan umum ingin mengeksplorasi dan mempertimbangkan peluang untuk melakukan kerjasama timbal balik yang lebih luas pada proyek di indonesia pada tanggal 1 juni 2024 perusahaan menandatangani perjanjian kerahasiaan dengan wbkm perjanjian tersebut berisi bahwa perusahaan akan bekerja sama dengan wbkm untuk mendiskusikan peluang bisnis atas proyek kendaraan listrik dalam hal ini perusahaan dan wbkm setuju untuk melakukan analisa atas data data yang diberikan oleh pihak lainnya yang dianggap diperlukan berkaitan dengan pelaksanaan proyek j pt maju hijau neg,page_0538.md,538,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/vktr_ar_sr_2024_pdf/pages/page_0538.md
flat:131,43,6,2026-04-08T02:53:20.718700Z,arcee-ai/trinity-large-preview:free,vktr_ar_sr_2024_pdf/batch_20,vktr_ar_sr_2024_pdf,tone_chain_of_thought_indonesian.md,"Pada tanggal 15 Februari 2024, Perusahaan membuat Memorandum of Understanding (""MOU"") dengan MHN. Perusahaan dan MHN ingin mengeksplorasi dan mempertimbangkan peluang untuk bekerja sama satu sama lain dan mengembangkan bersama dengan bidang yang lebih luas dari kerja sama timbal balik pada proyek di Indonesia. Jangka waktunya adalah dua (2) tahun sejak tanggal efektif.",371,climate-detection,"['climate-d', 'climate-specificity', 'climate-commitment', 'climate-sentiment', 'climate-s']",E,commitment,neutral,"Teks menunjukkan komitmen untuk menjajaki kerja sama dalam proyek kendaraan listrik, yang sejalan dengan tujuan transportasi berkelanjutan. Namun, ini masih bersifat eksploratif dan belum menjadi tindakan konkret.",exact,1.0,1.0,0.4164,"2024, adalah, balik, bekerja, bersama, bidang, dari, efektif, februari, indonesia, ingin, jangka, kerja, lain, lebih, luas, membuat, memorandum, mempertimbangkan, mengeksplorasi, mengembangkan, pada, peluang, perusahaan, proyek, sama, satu, sejak, tahun, tanggal, timbal, understanding, waktunya",gal 1 juni 2024 perusahaan menandatangani perjanjian kerahasiaan dengan wbkm perjanjian tersebut berisi bahwa perusahaan akan bekerja sama dengan wbkm untuk mendiskusikan peluang bisnis atas proyek kendaraan listrik dalam hal ini perusahaan dan wbkm setuju untuk melakukan analisa atas data data yang diberikan oleh pihak lainnya yang dianggap diperlukan berkaitan dengan pelaksanaan proyek j pt maju hijau negeriku mhn pada tanggal 15 februari 2024 perusahaan membuat memorandum of understanding mou dengan mhn perusahaan dan mhn ingin mengeksplorasi dan mempertimbangkan peluang untuk bekerja sama satu sama lain dan mengembangkan bersama dengan bidang yang lebih luas dari kerja sama timbal balik pada proyek di indonesia jangka waktunya adalah dua 2 tahun sejak tanggal efektif pt vktr teknologi mobilitas tbk and subsidiaries notes to the consolidated financial statements december 31 2024 and 2023 and for the years then ended amounts in tables are expressed in millions of rupiah unless otherwise stated 39 significant agreements and commitments continued g pt mayasari bakti mb on october 10 2023 the company and mb signed a cooperation agreement between ba a subsidiary and mb where the compa,page_0538.md,538,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/vktr_ar_sr_2024_pdf/pages/page_0538.md
flat:132,43,7,2026-04-08T02:53:20.718700Z,arcee-ai/trinity-large-preview:free,vktr_ar_sr_2024_pdf/batch_20,vktr_ar_sr_2024_pdf,tone_chain_of_thought_indonesian.md,"Pada tanggal 16 Februari 2024, Perusahaan menandatangani Perjanjian Kerahasiaan dengan MHN. Perusahaan dan MHN sepakat bahwa Perusahaan akan bekerjasama dengan MHN untuk mendiskusikan peluang bisnis atas proyek kendaraan listrik.",229,climate-detection,"['climate-d', 'climate-specificity', 'climate-commitment', 'climate-sentiment', 'climate-s']",E,commitment,neutral,"Teks menggambarkan komitmen untuk mendiskusikan peluang bisnis kendaraan listrik, yang mendukung tujuan transportasi berkelanjutan. Namun, ini masih dalam tahap diskusi dan belum menjadi tindakan nyata.",exact,1.0,1.0,0.3472,"2024, akan, atas, bahwa, bekerjasama, bisnis, februari, kendaraan, kerahasiaan, listrik, menandatangani, mendiskusikan, pada, peluang, perjanjian, perusahaan, proyek, sepakat, tanggal",pt vktr teknologi mobilitas tbk dan entitas anak catatan atas laporan keuangan konsolidasian 31 desember 2024 dan 2023 serta untuk tahun yang berakhir pada tanggal tanggal tersebut angka dalam tabel disajikan dalam jutaan rupiah kecuali dinyatakan lain 39 perjanjian dan ikatan yang signifikan lanjutan pada tanggal 16 februari 2024 perusahaan menandatangani perjanjian kerahasiaan dengan mhn perusahaan dan mhn sepakat bahwa perusahaan akan bekerjasama dengan mhn untuk mendiskusikan peluang bisnis atas proyek kendaraan listrik k pt bank tabungan negara btn pada tanggal 15 februari 2024 perusahaan menandatangani perjanjian kerahasiaan dengan btn perusahaan dan btn sepakat untuk mendiskusikan peluang bisnis atas proyek modal kerja usaha untuk sektor kendaraan listrik dalam hal ini kedua pihak setuju untuk melakukan analisa atas data data yang diberikan oleh pihak lainnya yang dianggap diperlukan berkaitan dengan pelaksanaan proyek i pt agro,page_0539.md,539,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/vktr_ar_sr_2024_pdf/pages/page_0539.md
flat:133,43,8,2026-04-08T02:53:20.718700Z,arcee-ai/trinity-large-preview:free,vktr_ar_sr_2024_pdf/batch_20,vktr_ar_sr_2024_pdf,tone_chain_of_thought_indonesian.md,"Pada tanggal 15 Februari 2024, Perusahaan menandatangani Perjanjian Kerahasiaan dengan BTN. Perusahaan dan BTN sepakat untuk mendiskusikan peluang bisnis atas proyek Modal Kerja Usaha untuk sektor Kendaraan Listrik. Dalam hal ini, kedua pihak setuju untuk melakukan analisa atas data-data yang diberikan oleh pihak lainnya yang dianggap diperlukan berkaitan dengan pelaksanaan proyek.",384,climate-detection,"['climate-d', 'climate-specificity', 'climate-commitment', 'climate-sentiment', 'climate-s']",E,commitment,neutral,"Teks menunjukkan komitmen untuk menjajaki peluang bisnis di sektor kendaraan listrik, yang mendukung tujuan transportasi berkelanjutan. Namun, ini masih dalam tahap analisis dan belum menjadi tindakan konkret.",exact,1.0,1.0,0.1761,"2024, analisa, atas, berkaitan, bisnis, data, dianggap, diberikan, diperlukan, februari, kedua, kendaraan, kerahasiaan, kerja, lainnya, listrik, melakukan, menandatangani, mendiskusikan, modal, oleh, pada, pelaksanaan, peluang, perjanjian, perusahaan, pihak, proyek, sektor, sepakat, setuju, tanggal, usaha",g berakhir pada tanggal tanggal tersebut angka dalam tabel disajikan dalam jutaan rupiah kecuali dinyatakan lain 39 perjanjian dan ikatan yang signifikan lanjutan pada tanggal 16 februari 2024 perusahaan menandatangani perjanjian kerahasiaan dengan mhn perusahaan dan mhn sepakat bahwa perusahaan akan bekerjasama dengan mhn untuk mendiskusikan peluang bisnis atas proyek kendaraan listrik k pt bank tabungan negara btn pada tanggal 15 februari 2024 perusahaan menandatangani perjanjian kerahasiaan dengan btn perusahaan dan btn sepakat untuk mendiskusikan peluang bisnis atas proyek modal kerja usaha untuk sektor kendaraan listrik dalam hal ini kedua pihak setuju untuk melakukan analisa atas data data yang diberikan oleh pihak lainnya yang dianggap diperlukan berkaitan dengan pelaksanaan proyek i pt agro multi persada amp pada tanggal 15 november 2024 perusahaan dan amp menandatangani perjanjian uji coba truk listrik untuk menguji coba satu 1 unit truk listrik tipe vktr light duty truck tld080f dengan karoseri hook lift di lokasi kebun yang disepakati oleh perusahan dan amp uji coba ini dilakukan untuk mengevaluasi kinerja truk listrik dalam operasional di area kerja amp dengan periode uji coba selama satu,page_0539.md,539,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/vktr_ar_sr_2024_pdf/pages/page_0539.md
flat:134,43,9,2026-04-08T02:53:20.718700Z,arcee-ai/trinity-large-preview:free,vktr_ar_sr_2024_pdf/batch_20,vktr_ar_sr_2024_pdf,tone_chain_of_thought_indonesian.md,"Pada tanggal 15 November 2024, Perusahaan dan AMP menandatangani Perjanjian Uji Coba Truk Listrik untuk menguji coba satu (1) unit Truk Listrik tipe VKTR Light Duty Truck TLD080F dengan karoseri Hook Lift di lokasi kebun yang disepakati oleh Perusahan dan AMP. Uji coba ini dilakukan untuk mengevaluasi kinerja Truk Listrik dalam operasional di area kerja AMP, dengan periode uji coba selama satu (1) bulan. Kesuksesan uji coba akan ditentukan berdasarkan parameter kinerja yang telah disepakati, dan jika hasil uji coba memuaskan, AMP berpotensi untuk melakukan pembelian lebih lanjut sesuai dengan kesepakatan tertulis.",621,climate-detection,"['climate-d', 'climate-specificity', 'climate-commitment', 'climate-sentiment', 'climate-s']",E,action,neutral,"Teks menggambarkan tindakan nyata untuk menguji coba truk listrik, yang merupakan langkah konkret menuju adopsi teknologi rendah emisi. Ini menunjukkan komitmen dan tindakan terkait isu iklim.",exact,1.0,1.0,0.6652,"2024, akan, area, berdasarkan, berpotensi, bulan, coba, dilakukan, disepakati, ditentukan, duty, hasil, hook, jika, karoseri, kebun, kerja, kesepakatan, kesuksesan, kinerja, lanjut, lebih, lift, light, listrik, lokasi, melakukan, memuaskan, menandatangani, mengevaluasi, menguji, november, oleh, operasional, pada, parameter, pembelian, periode, perjanjian, perusahaan", negara btn pada tanggal 15 februari 2024 perusahaan menandatangani perjanjian kerahasiaan dengan btn perusahaan dan btn sepakat untuk mendiskusikan peluang bisnis atas proyek modal kerja usaha untuk sektor kendaraan listrik dalam hal ini kedua pihak setuju untuk melakukan analisa atas data data yang diberikan oleh pihak lainnya yang dianggap diperlukan berkaitan dengan pelaksanaan proyek i pt agro multi persada amp pada tanggal 15 november 2024 perusahaan dan amp menandatangani perjanjian uji coba truk listrik untuk menguji coba satu 1 unit truk listrik tipe vktr light duty truck tld080f dengan karoseri hook lift di lokasi kebun yang disepakati oleh perusahan dan amp uji coba ini dilakukan untuk mengevaluasi kinerja truk listrik dalam operasional di area kerja amp dengan periode uji coba selama satu 1 bulan kesuksesan uji coba akan ditentukan berdasarkan parameter kinerja yang telah disepakati dan jika hasil uji coba memuaskan amp berpotensi untuk melakukan pembelian lebih lanjut sesuai dengan kesepakatan tertulis m byd auto industry co ltd byd pada tanggal 5 agustus 2024 vsi dan byd telah mengadakan perjanjian lisensi teknis perakitan kd berdasarkan perjanjian tersebut vsi sebagai penerima lisensi dan byd sebagai pemberi lisensi yang dimana mengatur tentang pemberian hak produksi n perjanjian kerahasiaan antara perusahaan dengan anhui jianghuai automobile group corp ltd anhui pada tanggal 30 april 2022 perusahaan dan anhui m,page_0539.md,539,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/vktr_ar_sr_2024_pdf/pages/page_0539.md
flat:135,43,10,2026-04-08T02:53:20.718700Z,arcee-ai/trinity-large-preview:free,vktr_ar_sr_2024_pdf/batch_20,vktr_ar_sr_2024_pdf,tone_chain_of_thought_indonesian.md,"Pada tanggal 5 Agustus 2024, VSI dan BYD telah mengadakan Perjanjian Lisensi Teknis Perakitan KD. Berdasarkan Perjanjian tersebut, VSI sebagai Penerima Lisensi dan BYD sebagai Pemberi Lisensi yang dimana mengatur tentang pemberian Hak Produksi.",244,climate-detection,"['climate-d', 'climate-specificity', 'climate-commitment', 'climate-sentiment', 'climate-s']",E,action,neutral,"Teks menggambarkan tindakan nyata dalam bentuk perjanjian lisensi teknis untuk perakitan kendaraan listrik, yang mendukung tujuan transportasi berkelanjutan. Ini menunjukkan komitmen dan tindakan terkait isu iklim.",exact,1.0,1.0,0.3639,"2024, agustus, berdasarkan, dimana, lisensi, mengadakan, mengatur, pada, pemberi, pemberian, penerima, perakitan, perjanjian, produksi, sebagai, tanggal, teknis, telah, tentang, tersebut", disepakati oleh perusahan dan amp uji coba ini dilakukan untuk mengevaluasi kinerja truk listrik dalam operasional di area kerja amp dengan periode uji coba selama satu 1 bulan kesuksesan uji coba akan ditentukan berdasarkan parameter kinerja yang telah disepakati dan jika hasil uji coba memuaskan amp berpotensi untuk melakukan pembelian lebih lanjut sesuai dengan kesepakatan tertulis m byd auto industry co ltd byd pada tanggal 5 agustus 2024 vsi dan byd telah mengadakan perjanjian lisensi teknis perakitan kd berdasarkan perjanjian tersebut vsi sebagai penerima lisensi dan byd sebagai pemberi lisensi yang dimana mengatur tentang pemberian hak produksi n perjanjian kerahasiaan antara perusahaan dengan anhui jianghuai automobile group corp ltd anhui pada tanggal 30 april 2022 perusahaan dan anhui mengadakan perjanjian negosiasi terhadap jac electric vehicle chassis jangka waktu perjanjian ini adalah lima 5 tahun sehubungan dengan perjanjian tersebut perusahaan memiliki hak dan kewajiban sebagai berikut i menjaga kerahasiaan informasi rahasia dan tidak mengungkapkan,page_0539.md,539,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/vktr_ar_sr_2024_pdf/pages/page_0539.md
flat:136,43,11,2026-04-08T02:53:20.718700Z,arcee-ai/trinity-large-preview:free,vktr_ar_sr_2024_pdf/batch_20,vktr_ar_sr_2024_pdf,tone_chain_of_thought_indonesian.md,"Pada tanggal 30 April 2022, Perusahaan dan Anhui mengadakan perjanjian negosiasi terhadap JAC Electric Vehicle Chassis. Jangka waktu perjanjian ini adalah lima (5) tahun.",170,climate-detection,"['climate-d', 'climate-specificity', 'climate-commitment', 'climate-sentiment', 'climate-s']",E,commitment,neutral,"Teks menunjukkan komitmen jangka panjang untuk menjajaki kerja sama dalam pengembangan kendaraan listrik, yang mendukung tujuan transportasi berkelanjutan. Namun, ini masih dalam tahap negosiasi dan belum menjadi tindakan konkret.",exact,1.0,1.0,0.2821,"2022, adalah, anhui, april, chassis, electric, jangka, lima, mengadakan, negosiasi, pada, perjanjian, perusahaan, tahun, tanggal, terhadap, vehicle, waktu",n lebih lanjut sesuai dengan kesepakatan tertulis m byd auto industry co ltd byd pada tanggal 5 agustus 2024 vsi dan byd telah mengadakan perjanjian lisensi teknis perakitan kd berdasarkan perjanjian tersebut vsi sebagai penerima lisensi dan byd sebagai pemberi lisensi yang dimana mengatur tentang pemberian hak produksi n perjanjian kerahasiaan antara perusahaan dengan anhui jianghuai automobile group corp ltd anhui pada tanggal 30 april 2022 perusahaan dan anhui mengadakan perjanjian negosiasi terhadap jac electric vehicle chassis jangka waktu perjanjian ini adalah lima 5 tahun sehubungan dengan perjanjian tersebut perusahaan memiliki hak dan kewajiban sebagai berikut i menjaga kerahasiaan informasi rahasia dan tidak mengungkapkan menyalin mereproduksi mendistribusi kepada pihak ketiga pt vktr teknologi mobilitas tbk and subsidiaries notes to the consolidated financial statements december 31 2024 and 2023 and for the years then ended amounts in tables are expressed in millions of rupiah un,page_0539.md,539,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/vktr_ar_sr_2024_pdf/pages/page_0539.md
flat:137,48,0,2026-04-08T02:53:38.374726Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_chain_of_thought_english.md,"PTBA berkomitmen mendukung target Pemerintah mencapai nol emisi. PTBA juga berkomitmen untuk menjalankan bisnis berkelanjutan dengan menerapkan keselarasan antara aspek Environmental, Social, and Governance (ESG).",213,climate-commitment,"['climate-commitment', 'climate-detection', 'governance']",E,commitment,neutral,"Statement expresses commitment to ESG alignment and net-zero target, which is future-oriented without measurable outcome.",exact,1.0,1.0,0.0097,"antara, aspek, berkelanjutan, berkomitmen, bisnis, emisi, environmental, governance, juga, keselarasan, mencapai, mendukung, menerapkan, menjalankan, pemerintah, ptba, social, target",4 bukitasam mildoor kinesia keberlanjutan sustainability performance highlights yerkeng laporan wood this report profit perusahaan company profile laporan manajemen management report mind sustainability pathway mind sustainability pathway kesinambungan tema theme continuity img 3 jpeg img 3 jpeg inovasi berkelanjutan untuk wujudkan energi bersih sustainable innovation to realize the clean energy ptba berkomitmen mendukung target pemerintah mencapai nol emisi ptba juga berkomitmen untuk menjalankan bisnis berkelanjutan dengan menerapkan keselarasan antara aspek environmental social and governance esg untuk mendukung itu perseroan senantiasa melakukan berbagai optimasi menuju pertambangan yang lebih ramah lingkungan langkah nyata yang diambil antara lain menerapkan eco mechanized mining yaitu mengganti peralatan pertambangan yang menggunakan bahan bakar fosil menjadi elektrik e mining reporting system yaitu system pelaporan produksi secara real time dan daring dan berbagai program manajemen karbon di area operasi,page_0003.md,3,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0003.md
flat:138,48,1,2026-04-08T02:53:38.374726Z,arcee-ai/trinity-large-preview:free,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf,tone_chain_of_thought_english.md,Perseroan senantiasa melakukan berbagai optimasi menuju pertambangan yang lebih ramah lingkungan.,97,environmental-claims,"['environmental-claims', 'climate-detection']",E,action,neutral,Describes ongoing optimization efforts toward environmentally friendly mining without specifying measurable results.,exact,1.0,1.0,0.0039,"berbagai, lebih, lingkungan, melakukan, menuju, optimasi, perseroan, pertambangan, ramah, senantiasa",way mind sustainability pathway kesinambungan tema theme continuity img 3 jpeg img 3 jpeg inovasi berkelanjutan untuk wujudkan energi bersih sustainable innovation to realize the clean energy ptba berkomitmen mendukung target pemerintah mencapai nol emisi ptba juga berkomitmen untuk menjalankan bisnis berkelanjutan dengan menerapkan keselarasan antara aspek environmental social and governance esg untuk mendukung itu perseroan senantiasa melakukan berbagai optimasi menuju pertambangan yang lebih ramah lingkungan langkah nyata yang diambil antara lain menerapkan eco mechanized mining yaitu mengganti peralatan pertambangan yang menggunakan bahan bakar fosil menjadi elektrik e mining reporting system yaitu system pelaporan produksi secara real time dan daring dan berbagai program manajemen karbon di area operasional penambangan perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan e,page_0003.md,3,/Users/darisdzakwanhoesien/Documents/project_documentation/codebase/esg_project/benchmarks/new_page/data/thesis_dataset/20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/pages/page_0003.md
