:ID,:LABEL,name,text,timestamp,target,mapped_to_ontology,records
record:r025_007,ESGRecord,r025_007,"Konflik atau benturan kepentingan merupakan salah satu ancaman serius bagi keberlangsungan dan keberlanjutan usaha, termasuk bagi PTBA.",2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:konflik_kepentingan,Aspect,konflik kepentingan,,,,,
sentiment:negative,Sentiment,negative,,,,,
record:r025_008,ESGRecord,r025_008,PTBA merumuskan benturan kepentingan sebagai pertentangan kepentingan ekonomis pribadi dengan kepentingan ekonomis Perusahaan yang berdampak pada Objektivitas serta pertimbangan komersial.,2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:definisi_konflik_kepentingan,Aspect,definisi konflik kepentingan,,,,,
record:r025_009,ESGRecord,r025_009,Setiap individu jajaran PTBA dilarang berada dalam situasi yang menimbulkan benturan kepentingan.,2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:kebijakan_konflik_kepentingan,Aspect,kebijakan konflik kepentingan,,,,,
record:r025_010,ESGRecord,r025_010,"PTBA memiliki sikap tegas terhadap korupsi sebagai bagian dari komitmen Perusahaan dalam menjalankan bisnis yang bersih, transparan, dan berintegritas.",2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:antikorupsi,Aspect,antikorupsi,,,,,
record:r025_011,ESGRecord,r025_011,"Perusahaan menolak segala bentuk praktik korupsi, kolusi, dan nepotisme, baik dalam hubungan internal maupun eksternal perusahaan.",2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:penolakan_korupsi,Aspect,penolakan korupsi,,,,,
record:r025_012,ESGRecord,r025_012,"Sikap ini diwujudkan melalui penerapan kode etik yang ketat, pengawasan internal yang kuat, serta implementasi whistleblowing system yang memungkinkan karyawan dan pemangku kepentingan melaporkan dugaan tindak korupsi secara aman.",2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:implementasi_antikorupsi,Aspect,implementasi antikorupsi,,,,,
record:r025_013,ESGRecord,r025_013,"Merujuk Undang-Undang No. 31 Tahun 1999 jo. Undang-Undang No. 20 Tahun 2001 tentang Pemberantasan Tindak Pidana Korupsi, pengertian korupsi mencakup perbuatan melawan hukum, memperkaya diri orang/badan lain yang merugikan keuangan/perekonomian negara (pasal 2); menyalahgunakan kewenangan karena jabatan/kedudukan yang dapat merugikan keuangan/kedudukan yang dapat merugikan keuangan/perekonomian negara (pasal 3); kelompok delik penyuapan (pasal 5,6, dan 11); kelompok delik penggelapan dalam jabatan (pasal 8, 9, dan 10); delik pemerasan dalam jabatan (pasal 12); delik yang berkaitan dengan pemborongan (pasal 7); hingga delik gratifikasi (pasal 12B dan 12C).",2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:definisi_hukum_korupsi,Aspect,definisi hukum korupsi,,,,,
record:r025_014,ESGRecord,r025_014,"Ketegasan terhadap antikorupsi diimplementasikan Perusahaan antara lain dengan tidak memberi dan menerima hadiah serta gratifikasi yang diperkirakan akan memengaruhi independensi dalam proses pengambilan keputusan, serta bertentangan dengan etika bisnis yang sehat dan/atau bertentangan dengan hukum yang berlaku.",2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:kebijakan_antigratifikasi,Aspect,kebijakan antigratifikasi,,,,,
record:r025_015,ESGRecord,r025_015,Komitmen antikorupsi tersebut dikukuhkan dengan beberapa kebijakan di PTBA di antaranya Keputusan Bersama Dewan Komisaris dan Direksi PTBA Nomor:10/SK/PTBA-DEKOM/IX/2020 dan Nomor:400/0100/2020 tentang Penerapan Prinsip dan Praktik Good Corporate Governance Untuk Kebijakan Anti Gratifikasi di PT Bukit Asam Tbk dan Pedoman Pengendalian Gratifikasi BAAGM:03 Nomor Revisi 1 tahun 2024.,2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:kebijakan_antikorupsi,Aspect,kebijakan antikorupsi,,,,,
record:r025_016,ESGRecord,r025_016,"Sejak tahun 2020, PTBA telah mengadopsi sertifikasi Sistem Manajemen Anti Penyuapan (SMAP) ISO 37001:2016.",2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:sertifikasi_smap,Aspect,sertifikasi smap,,,,,
record:r025_017,ESGRecord,r025_017,"Untuk SMAP sendiri pun, PTBA telah memiliki pedoman tersendiri yang dimuat pada Pedoman Sistem Anti Penyuapan PTBA Nomor BAMSP.",2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:pedoman_smap,Aspect,pedoman smap,,,,,
record:r025_018,ESGRecord,r025_018,"Lebih lanjut, untuk memperkecil, bahkan menutup peluang terjadinya korupsi, PTBA telah melakukan pemetaan dan pengkajian risiko dalam mata rantai dan operasional usaha yang berpotensi besar terjadi korupsi.",2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:pemetaan_risiko_korupsi,Aspect,pemetaan risiko korupsi,,,,,
record:r025_019,ESGRecord,r025_019,"Berdasarkan pemetaan tersebut, diidentifikasi 82% dari operasi memiliki risiko terkait korupsi.",2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:identifikasi_risiko_korupsi,Aspect,identifikasi risiko korupsi,,,,,
record:r025_020,ESGRecord,r025_020,"Untuk mencegah terjadinya korupsi di bagian tersebut, Perseroan telah melakukan mitigasi berupa penerapan prinsip dan",2026-04-08T02:46:34.453805Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:mitigasi_korupsi,Aspect,mitigasi korupsi,,,,,
record:r027_000,ESGRecord,r027_000,"As a pioneer among industrial estate developers in Indonesia, BeFa is at the forefront of creating a green and eco-friendly industrial zone. This transformative initiative aims to minimize environmental impact while promoting a sustainable economic model. It includes prioritizing renewable energy sources, implementing waste management systems, and ensuring efficient resource utilization.",2026-04-08T02:47:30.399111Z,BEST-SR_2024_pdf/batch_9,,
record:r027_001,ESGRecord,r027_001,"The Company is dedicated to continuous innovation and excellence within the realm of ESG, striving to create spaces that harmoniously blend industry with ecological sustainability. In its pursuit of this vision, BeFa is evolving into a Smart Eco-Industrial Park. This initiative focuses on promoting sustainable development through the incorporation of advanced technologies, smart infrastructure, and environmentally friendly practices that benefit both the community and the ecosystem. By fostering collaboration among tenants and other stakeholders, BeFa aims to set a precedent for responsible industrial growth while addressing global environmental challenges.",2026-04-08T02:47:30.399111Z,BEST-SR_2024_pdf/batch_9,,
record:r027_002,ESGRecord,r027_002,"The issuance of the report is also an effort of BeFa to comply with the provisions of Article 66 paragraph 2c, Law No. 40 of 2007 concerning Limited Liability Companies (Company Law), which requires companies to submit report on the implementation of Social and Environmental Responsibility in the Annual Report.",2026-04-08T02:47:30.399111Z,BEST-SR_2024_pdf/batch_9,,
record:r027_003,ESGRecord,r027_003,"In addition to compliance with the Company Law, the issuance of this report is also an effort of BeFa to comply with the provisions of the Financial Services Authority Regulation No.51/POJK.03/2017 (POJK 51/2017) concerning the Implementation of Sustainable Finance for Financial Service Institutions, Issuers, and Public Companies.",2026-04-08T02:47:30.399111Z,BEST-SR_2024_pdf/batch_9,,
record:r027_004,ESGRecord,r027_004,"BeFa prepared this report by referring to POJK No.51/2017 and combined with the Global Reporting Initiatives (GRI), with the choice of material topics determined according to the materiality principle.",2026-04-08T02:47:30.399111Z,BEST-SR_2024_pdf/batch_9,,
record:r027_005,ESGRecord,r027_005,"The Company's nomination policy aims to ensure that the Company is led, managed and supervised by individuals who have high capability, experience and integrity. The following are nomination policies: 1. To prepare and provide recommendations on the system and procedures for the selection and/or replacement of members of the Board of Commissioners and Board of Directors to the Board of Commissioners to be submitted to the General Meeting of Shareholders. 2. To provide recommendations on the candidates for the Board of Commissioners and/or Board of Directors to the Board of Commissioners to be submitted to the General Meeting of Shareholders. 3. To provide recommendations concerning the Independent Party who will become members of Audit Committee and other Committee (if any) to the Board of Commissioners and Board of Directors of the Company. 4. To carry out other duties assigned by the Board of Commissioners.",2026-04-08T02:47:30.399111Z,BEST-SR_2024_pdf/batch_9,,
record:r027_006,ESGRecord,r027_006,"The specific criteria taken into consideration in selecting members of the Board of Commissioners and Board of Directors include: 1. Demonstrating good morals, ethics, and integrity to support the company's tasks. 2. Considering a diverse range of skills, knowledge, and experience that the company requires. 3. Being able to perform self-assessments to evaluate performance and showing a commitment to comply with laws and regulations.",2026-04-08T02:47:30.399111Z,BEST-SR_2024_pdf/batch_9,,
record:r027_007,ESGRecord,r027_007,The members of the Board of Commissioners and Board of Directors receive salary and benefits based on their performance and roles.,2026-04-08T02:47:30.399111Z,BEST-SR_2024_pdf/batch_9,,
record:r027_008,ESGRecord,r027_008,"To support the Nomination and Remuneration policy, the Company has a Nomination and Remuneration Committee that is responsible for assisting the Board of Commissioners duties to realize good corporate governance (GCG). This is also in line with the Financial Services Authority Regulation No.34/POJK.04/2014 dated December 8, 20214 (POJK 34) concerning the Nomination and Remuneration Committee of Issuers or Public Companies.",2026-04-08T02:47:30.399111Z,BEST-SR_2024_pdf/batch_9,,
record:r027_009,ESGRecord,r027_009,"Performance assessment of the Nomination and Remuneration Committee is carried out by self-assessment, and the results are then reported to the Board of Commissioners as the direct supervisor. Some aspects that form the basis of the assessment include the following: 1. Attendance Rate. 2. Commitment to prioritize the Company's interests. 3. Compliance with the prevailing law and regulations.",2026-04-08T02:47:30.399111Z,BEST-SR_2024_pdf/batch_9,,
record:r027_010,ESGRecord,r027_010,"BeFa conducts a structured and periodic assessment of the performance of both the Board of Commissioners and the Board of Directors to ensure alignment with the Company's strategic objectives and operational targets. The evaluation process is guided by clear criteria designed to measure effectiveness, accountability, and",2026-04-08T02:47:30.399111Z,BEST-SR_2024_pdf/batch_9,,
record:r035_000,ESGRecord,r035_000,"The ICR has set an ambitious target of achieving net zero across all three scopes by 2040, and achieving an interim reduction of 42% by 2030.",2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
record:r035_001,ESGRecord,r035_001,"Thanks to activities such as a new energy management system and research led energy saving behaviours, the ICR's emissions from direct sources (Scope 1) and indirect sources (Scope 2) have decreased by 16% since 2018/19.",2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
aspect:climate_d,Aspect,climate-d,,,,,
record:r035_002,ESGRecord,r035_002,"Business travel has seen a further bounce back this year, with increased travel to conferences the ICR has implemented a new policy of no domestic UK flights where a better sustainable alternative is available.",2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
record:r035_003,ESGRecord,r035_003,"There has been small decrease in waste emissions compared to the baseline year of 2018/29, with fluctuations in waste volumes in the intervening years due to the pandemic and large construction projects.",2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
record:r035_004,ESGRecord,r035_004,The ICR continues to be zero waste directly to landfill and is going out to tender for a new waste contract in 2025.,2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
record:r035_005,ESGRecord,r035_005,Carbon emissions from purchased goods and services have decreased by 6% compared to the baseline year of 2018/19.,2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
record:r035_006,ESGRecord,r035_006,"The ICR has successfully retained certification to ISO14001, an international standard that sets out the requirements for an environmental management system, since 2013 as part of our integrated management system.",2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
record:r035_007,ESGRecord,r035_007,"The new Concordat for the Environmental Sustainability of Research and Innovation Practice primary aims are to promote environmentally responsible practices in research and innovation, reducing negative environmental impacts and emissions associated with these activities.",2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
record:r035_008,ESGRecord,r035_008,The ICR is proud to be a signatory to this Concordat.,2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
record:r035_009,ESGRecord,r035_009,"Due to cultural change, ActNow and our energy manager the ICR has continued to achieve substantial savings of nearly a quarter of a million pounds on its 2023/24 bills compared to predicted usage.",2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
record:r035_010,ESGRecord,r035_010,"These initiatives were monitored by the Sustainability Advisory Group, resulting in a 7% reduction in electricity consumption and a 4% decrease in gas usage compared to the previous academic year.",2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
record:r035_011,ESGRecord,r035_011,In 2023/24 our overall waste total in tonnes generated increased by 41.22 tonnes compared to 2022/23.,2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
record:r035_012,ESGRecord,r035_012,The overall weight of waste decreased by 1.35% (3.5 tonnes) when compared to the baseline year 2018/19.,2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
record:r035_013,ESGRecord,r035_013,Our total waste in tCO₂e increased to 73.05 tonnes.,2026-04-08T02:51:21.226367Z,icr-sustainability-23-24_pdf/batch_7,,
record:r041_000,ESGRecord,r041_000,"PTBA berkomitmen mendukung target Pemerintah mencapai nol emisi. PTBA juga berkomitmen untuk menjalankan bisnis berkelanjutan dengan menerapkan keselarasan antara aspek Environmental, Social, and Governance (ESG).",2026-04-08T02:51:48.065874Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
record:r041_001,ESGRecord,r041_001,"Perseroan senantiasa melakukan berbagai optimasi menuju pertambangan yang lebih ramah lingkungan. Langkah nyata yang diambil antara lain menerapkan eco, mechanized mining yaitu mengganti peralatan pertambangan yang menggunakan bahan bakar fosil menjadi elektrik, e-mining reporting system yaitu, system pelaporan produksi secara real time dan daring dan berbagai program manajemen karbon di area operasional penambangan.",2026-04-08T02:51:48.065874Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
record:r041_002,ESGRecord,r041_002,"Perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan energi bersih seperti pengembangan PLTS, PLTB, tanaman Kaliandra untuk mengurangi emisi karbon dan menjadi simpanan biomassa untuk diolah menjadi wood pellet sebagai bahan campuran co-firing di PLTU serta Carbon Capture, Utilization (CCU) atau penangkapan karbon dioksida dan dikonversi menjadi methanol.",2026-04-08T02:51:48.065874Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
record:r041_003,ESGRecord,r041_003,"PTBA berkomitmen mendukung target Pemerintah mencapai Emisi Nol Bersih atau Net Zero Emission pada 2060. Dengan visi menjadi perusahaan energi kelas dunia, PTBA telah memiliki roadmap manajemen karbon hingga 2050, baik bersifat pengurangan emisi (reducing emission sources/ maupun peningkatan penyerapan emisi (increase carbon sinks).",2026-04-08T02:51:48.065874Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
record:r041_004,ESGRecord,r041_004,"Berdasarkan manajemen karbon hingga 2050, terdapat 3 (tiga) pendekatan yang dilakukan PTBA, yaitu dekarbonisasi operasi, reklamasi, dan studi CCU (carbon capture, and utilization). Dengan langkah ini, PTBA optimis dapat menjadi Perusahaan yang berkelanjutan dan terus berkontribusi dalam pencapaian Net Zero Emission.",2026-04-08T02:51:48.065874Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
record:r041_005,ESGRecord,r041_005,"Upaya lain yang dilakukan PTBA untuk mengukuhkan sikap antikorupsi adalah secara berkesinambungan melakukan sosialisasi kebijakan dan prosedur antikorupsi di lingkungan Perusahaan. Merujuk sosialisasi yang sudah terselenggara, per 31 Desember 2024, anggota Dewan Komisaris dan Direksi yang telah mendapatkan sosialisasi dan prosedur antikorupsi tercatat sebanyak 11 orang, atau 100% dari total Dewan Komisaris dan Direksi. Adapun karyawan yang telah mendapatkan sosialisasi kebijakan dan prosedur antikorupsi sebanyak 1.679 orang atau 100% dari total karyawan.",2026-04-08T02:51:48.065874Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
record:r041_006,ESGRecord,r041_006,Sedangkan mitra atau vendor yang telah mendapatkan sosialisasi kebijakan dan prosedur antikorupsi adalah seluruh vendor ditandai dengan penandatanganan pakta integritas.,2026-04-08T02:51:48.065874Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
record:r041_007,ESGRecord,r041_007,"Selain sosialisasi kebijakan dan prosedur antikorupsi, PTBA juga memberi kesempatan kepada Dewan Komisaris, Direksi dan karyawan untuk mengikuti pelatihan tentang antikorupsi. Hingga akhir tahun 2024, jumlah anggota Dewan Komisaris dan Direksi yang telah mengikuti pelatihan antikorupsi tercatat sebanyak 11 orang, atau 100% dari total Dewan Komisaris dan Direksi. Sedangkan karyawan yang telah mengikuti pelatihan antikorupsi sebanyak 372 orang atau 22% dari total karyawan.",2026-04-08T02:51:48.065874Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
record:r043_000,ESGRecord,r043_000,"Sepanjang tahun 2024, VKTR mengukuhkan peran strategisnya dalam membentuk lanskap baru transportasi berkelanjutan di Indonesia. Tidak hanya sebagai perintis, VKTR kini hadir sebagai arsitek utama yang merancang dan mewujudkan solusi mobilitas hijau yang adaptif dan menyeluruh. Melalui pengembangan kendaraan listrik komersial lintas sektor, mulai dari truk dan bus, hingga solusi logistik dan angkutan perkotaan, VKTR memperkenalkan model mobilitas yang tidak hanya efisien, tetapi juga berorientasi pada masa depan rendah emisi.",2026-04-08T02:53:20.718700Z,vktr_ar_sr_2024_pdf/batch_20,,
record:r043_001,ESGRecord,r043_001,"Keberhasilan pembangunan fasilitas perakitan kendaraan listrik di Magelang menjadi tonggak penting yang mencerminkan langkah nyata industrialisasi hijau di tingkat nasional. Dengan mengedepankan standar lokal dan pemberdayaan rantai pasok dalam negeri, VKTR memperluas cakupan dampak transformasi, dari aspek teknologi hingga penciptaan nilai ekonomi dan sosial.",2026-04-08T02:53:20.718700Z,vktr_ar_sr_2024_pdf/batch_20,,
record:r043_002,ESGRecord,r043_002,"VKTR terus menjadi bagian penting dari solusi nasional menuju masa depan transportasi rendah karbon. Perjalanan ini bukan sekadar menghadirkan produk, tetapi membentuk sistem, sebuah ekosistem yang menjawab kebutuhan zaman dengan teknologi, tanggung jawab lingkungan, dan tekad kolektif membangun Indonesia yang lebih hijau dan tangguh.",2026-04-08T02:53:20.718700Z,vktr_ar_sr_2024_pdf/batch_20,,
record:r043_003,ESGRecord,r043_003,"Pada tanggal 10 Oktober 2023, Perusahaan dan MB menandatangani perjanjian kerja sama antara BA, Entitas Anak, dan MB, dimana Perusahaan akan menyediakan jasa perawatan, perbaikan dan penyediaan suku cadang untuk BYD yang dibutuhkan oleh Kendaraan Bus Listrik BYD K9 LF milik MB. Perusahaan menyatakan bersedia untuk bekerja sama dengan MB dalam hal perawatan, perbaikan, dan penyediaan suku cadang untuk Kendaraan Bus Listrik BYD K9 LF.",2026-04-08T02:53:20.718700Z,vktr_ar_sr_2024_pdf/batch_20,,
record:r043_004,ESGRecord,r043_004,"Pada tanggal 27 September 2024, Perusahaan menandatangani Surat Perjanjian Kerahasiaan (NDA) dengan PT Agro Multi Persada. NDA tersebut berisi bahwa kedua perusahaan sepakat sehubungan adanya kemungkinan kerja sama dalam penggunaan truk dan bus listrik milik perusahaan oleh AMP untuk tujuan uji coba kendaraan listrik Perusahaan.",2026-04-08T02:53:20.718700Z,vktr_ar_sr_2024_pdf/batch_20,,
record:r043_005,ESGRecord,r043_005,"Pada tanggal 1 Juni 2024, Perusahaan menandatangani Memorandum of Understanding dengan WBKM. Perusahaan, sebagai perusahaan yang bergerak di bidang perdagangan dan manufaktur kendaraan listrik, dan WBKM, sebagai Perusahaan yang menyediakan angkutan umum, ingin mengeksplorasi dan mempertimbangkan peluang untuk melakukan kerjasama timbal balik yang lebih luas pada proyek di Indonesia.",2026-04-08T02:53:20.718700Z,vktr_ar_sr_2024_pdf/batch_20,,
record:r043_006,ESGRecord,r043_006,"Pada tanggal 15 Februari 2024, Perusahaan membuat Memorandum of Understanding (""MOU"") dengan MHN. Perusahaan dan MHN ingin mengeksplorasi dan mempertimbangkan peluang untuk bekerja sama satu sama lain dan mengembangkan bersama dengan bidang yang lebih luas dari kerja sama timbal balik pada proyek di Indonesia. Jangka waktunya adalah dua (2) tahun sejak tanggal efektif.",2026-04-08T02:53:20.718700Z,vktr_ar_sr_2024_pdf/batch_20,,
record:r043_007,ESGRecord,r043_007,"Pada tanggal 16 Februari 2024, Perusahaan menandatangani Perjanjian Kerahasiaan dengan MHN. Perusahaan dan MHN sepakat bahwa Perusahaan akan bekerjasama dengan MHN untuk mendiskusikan peluang bisnis atas proyek kendaraan listrik.",2026-04-08T02:53:20.718700Z,vktr_ar_sr_2024_pdf/batch_20,,
record:r043_008,ESGRecord,r043_008,"Pada tanggal 15 Februari 2024, Perusahaan menandatangani Perjanjian Kerahasiaan dengan BTN. Perusahaan dan BTN sepakat untuk mendiskusikan peluang bisnis atas proyek Modal Kerja Usaha untuk sektor Kendaraan Listrik. Dalam hal ini, kedua pihak setuju untuk melakukan analisa atas data-data yang diberikan oleh pihak lainnya yang dianggap diperlukan berkaitan dengan pelaksanaan proyek.",2026-04-08T02:53:20.718700Z,vktr_ar_sr_2024_pdf/batch_20,,
record:r043_009,ESGRecord,r043_009,"Pada tanggal 15 November 2024, Perusahaan dan AMP menandatangani Perjanjian Uji Coba Truk Listrik untuk menguji coba satu (1) unit Truk Listrik tipe VKTR Light Duty Truck TLD080F dengan karoseri Hook Lift di lokasi kebun yang disepakati oleh Perusahan dan AMP. Uji coba ini dilakukan untuk mengevaluasi kinerja Truk Listrik dalam operasional di area kerja AMP, dengan periode uji coba selama satu (1) bulan. Kesuksesan uji coba akan ditentukan berdasarkan parameter kinerja yang telah disepakati, dan jika hasil uji coba memuaskan, AMP berpotensi untuk melakukan pembelian lebih lanjut sesuai dengan kesepakatan tertulis.",2026-04-08T02:53:20.718700Z,vktr_ar_sr_2024_pdf/batch_20,,
record:r043_010,ESGRecord,r043_010,"Pada tanggal 5 Agustus 2024, VSI dan BYD telah mengadakan Perjanjian Lisensi Teknis Perakitan KD. Berdasarkan Perjanjian tersebut, VSI sebagai Penerima Lisensi dan BYD sebagai Pemberi Lisensi yang dimana mengatur tentang pemberian Hak Produksi.",2026-04-08T02:53:20.718700Z,vktr_ar_sr_2024_pdf/batch_20,,
record:r043_011,ESGRecord,r043_011,"Pada tanggal 30 April 2022, Perusahaan dan Anhui mengadakan perjanjian negosiasi terhadap JAC Electric Vehicle Chassis. Jangka waktu perjanjian ini adalah lima (5) tahun.",2026-04-08T02:53:20.718700Z,vktr_ar_sr_2024_pdf/batch_20,,
record:r048_000,ESGRecord,r048_000,"PTBA berkomitmen mendukung target Pemerintah mencapai nol emisi. PTBA juga berkomitmen untuk menjalankan bisnis berkelanjutan dengan menerapkan keselarasan antara aspek Environmental, Social, and Governance (ESG).",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_001,ESGRecord,r048_001,Perseroan senantiasa melakukan berbagai optimasi menuju pertambangan yang lebih ramah lingkungan.,2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_002,ESGRecord,r048_002,"Langkah nyata yang diambil antara lain menerapkan eco, mechanized mining yaitu mengganti peralatan pertambangan yang menggunakan bahan bakar fosil menjadi elektrik, e-mining reporting system yaitu, system pelaporan produksi secara real time dan daring dan berbagai program manajemen karbon di area operasional penambangan.",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
aspect:climate_d_s,Aspect,climate-d-s,,,,,
record:r048_003,ESGRecord,r048_003,"Perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan energi bersih seperti pengembangan PLTS, PLTB, tanaman Kaliandra untuk mengurangi emisi karbon dan menjadi simpanan biomassa untuk diolah menjadi wood pellet sebagai bahan campuran co-firing di PLTU serta Carbon Capture, Utilization (CCU) atau penangkapan karbon dioksida dan dikonversi menjadi methanol.",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_004,ESGRecord,r048_004,PTBA berkomitmen mendukung target Pemerintah mencapai Emisi Nol Bersih atau Net Zero Emission pada 2060.,2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_005,ESGRecord,r048_005,"Dengan visi menjadi perusahaan energi kelas dunia, PTBA telah memiliki roadmap manajemen karbon hingga 2050, baik bersifat pengurangan emisi (reducing emission sources/ maupun peningkatan penyerapan emisi (increase carbon sinks).",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_006,ESGRecord,r048_006,"Berdasarkan manajemen karbon hingga 2050, terdapat 3 (tiga) pendekatan yang dilakukan PTBA, yaitu dekarbonisasi operasi, reklamasi, dan studi CCU (carbon capture, utilization, and utilization).",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_007,ESGRecord,r048_007,"PTBA memiliki sikap tegas terhadap korupsi sebagai bagian dari komitmen Perusahaan dalam menjalankan bisnis yang bersih, transparan, dan berintegritas.",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_008,ESGRecord,r048_008,"Perusahaan menolak segala bentuk praktik korupsi, kolusi, dan nepotisme, baik dalam hubungan internal maupun eksternal perusahaan.",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_009,ESGRecord,r048_009,"Sikap ini diwujudkan melalui penerapan kode etik yang ketat, pengawasan internal yang kuat, serta implementasi whistleblowing system yang memungkinkan karyawan dan pemangku kepentingan melaporkan dugaan tindak korupsi secara aman.",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_010,ESGRecord,r048_010,"Merujuk Undang-Undang No. 31 Tahun 1999 jo. Undang-Undang No. 20 Tahun 2001 tentang Pemberantasan Tindak Pidana Korupsi, pengertian korupsi mencakup perbuatan melawan hukum, memperkaya diri orang/badan lain yang merugikan keuangan/perekonomian negara (pasal 2); menyalahgunakan kewenangan karena jabatan/kedudukan yang dapat merugikan keuangan/kedudukan yang dapat merugikan keuangan/perekonomian negara (pasal 3); kelompok delik penyuapan (pasal 5,6, dan 11); kelompok delik penggelapan dalam jabatan (pasal 8, 9, dan 10); delik pemerasan dalam jabatan (pasal 12); delik yang berkaitan dengan pemborongan (pasal 7); hingga delik gratifikasi (pasal 12B dan 12C).",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
