text,filename,page_number,counter,number
[],sustainability-report-2023.pdf,0,sustainability-report-2023.pdf | Page 0,1
"[
  {
    ""sentence"": ""Jumlah limbah toner yang dihasilkan pada tahun 2023 tercatat sebanyak 965,90 kg, menurun dibandingkan tahun sebelumnya yang mencapai 1.325 Kg."",
    ""aspect"": ""waste"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI306"",
    ""sentiment"": ""positive"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""gedung perkantoran yang disewa oleh Perseroan telah menyediakan fasilitas IPAL, sehingga air limbah yang keluar ke saluran umum sudah steril dan tidak mencemari aliran air masyarakat."",
    ""aspect"": ""wastewater management"",
    ""aspect_category"": ""E"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.98
  },
  {
    ""sentence"": ""Keanekaragaman Hayati Keberadaan kantor pusat dan jaringan distribusi Perseroan tidak bersinggungan langsung dengan kawasan yang dilindungi, seperti wilayah konservasi dan keanekaragaman hayati. Meskipun begitu, Perseroan tetap berupaya untuk ikut berpartisipasi dalam menjaga kelestarian lingkungan dengan menyediakan ruang terbuka hijau."",
    ""aspect"": ""biodiversity"",
    ""aspect_category"": ""S"",
    ""ontology_uri"": ""SDG15"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.85
  },
  {
    ""sentence"": ""Selama 3 tahun terakhir, Perseroan tidak menerima pengaduan masalah lingkungan."",
    ""aspect"": ""grievance mechanism"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI405"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.90
  }
]",yearly_report_2023 (1).pdf,171,yearly_report_2023 (1).pdf | Page 171,1588
[],yearly_report_2023 (1).pdf,172,yearly_report_2023 (1).pdf | Page 172,1589
[],yearly_report_2023 (1).pdf,173,yearly_report_2023 (1).pdf | Page 173,1590
"[
  {
    ""sentence"": ""Perseroan tidak mendapat tanggapan dari para pemangku kepentingan melalui lembar umpan balik terkait Laporan Tahunan dan Keberlanjutan tahun 2022."",
    ""aspect"": ""stakeholder feedback"",
    ""aspect_category"": ""S"",
    ""ontology_uri"": ""GRI302"",
    ""sentiment"": ""negative"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Perseroan akan terus berupaya untuk meningkatkan kualitas penyusunan di setiap periode penyusunan Laporan Tahunan dan Keberlanjutan."",
    ""aspect"": ""reporting quality"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI101"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.90
  }
]",yearly_report_2023 (1).pdf,174,yearly_report_2023 (1).pdf | Page 174,1591
"[
    {
        ""sentence"": ""Perbandingan Target dan Kinerja Produksi, Portofolio, Target Pembiayaan, atau Investasi, Pendapatan dan Laba Rugi."",
        ""aspect"": ""economic performance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI304"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.85
    },
    {
        ""sentence"": ""Biaya Lingkungan Hidup"",
        ""aspect"": ""environmental costs"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI306"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.9
    },
    {
        ""sentence"": ""Penggunaan Material yang Ramah Lingkungan"",
        ""aspect"": ""eco-friendly materials"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI306.4.9"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.92
    },
    {
        ""sentence"": ""Jumlah dan Intensitas Energi yang Digunakan"",
        ""aspect"": ""energy use"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI308"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.88
    },
    {
        ""sentence"": ""Upaya dan Pencapaian Efisiensi Energi dan Penggunaan Energi Terbarukan"",
        ""aspect"": ""energy efficiency and renewable energy"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI308.12"",
        ""sentiment"": ""positive"",
        ""tone"": ""Outcome"",
        ""confidence"": 0.91
    },
    {
        ""sentence"": ""Penggunaan Air"",
        ""aspect"": ""water consumption"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI306.20"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.87
    },
    {
        ""sentence"": ""Dampak dari Wilayah Operasional yang Dekat atau Berada di Daerah Konservasi atau Memiliki Keanekaragama Biodaya"",
        ""aspect"": ""biodiversity impact"",
        ""aspect_category"": ""S"",
        ""ontology_uri"": ""SDG15"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.82
    },
    {
        ""sentence"": ""Usaha Konservasi Keanekaragama Hayati"",
        ""aspect"": ""biodiversity conservation efforts"",
        ""aspect_category"": ""S"",
        ""ontology_uri"": ""SDG15"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.93
    },
    {
        ""sentence"": ""Jumlah dan Intensitas Emisi yang Dihasilkan Berdasarkan Jenisnya"",
        ""aspect"": ""emissions by type"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.94
    },
    {
        ""sentence"": ""Upaya dan Pencapaian Pengurangan Emisi yang Dilakukan"",
        ""aspect"": ""emissions reduction efforts"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI305.6"",
        ""sentiment"": ""positive"",
        ""tone"": ""Outcome"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""Jumlah Limbah dan Efluen yang Dihasilkan berdasarkan Jenis"",
        ""aspect"": ""waste and effluent by type"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI306"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.89
    },
    {
        ""sentence"": ""Mekanisme Pengelolaan Limbah dan Efluen"",
        ""aspect"": ""waste and effluent management"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI306.3"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.86
    }
]",yearly_report_2023 (1).pdf,175,yearly_report_2023 (1).pdf | Page 175,1592
"[{""sentence"": ""Jumlah dan Materi Pengaduan Lingkungan Hidup yang Diterima dan Diselesaikan"", ""aspect"": ""Environmental Complaints"", ""aspect_category"": ""E"", ""ontology_uri"": ""GRI304"", ""sentiment"": ""neutral"", ""tone"": ""Action"", ""confidence"": 0.85}, {""sentence"": ""Komitmen LJK, Emiten, atau Perusahaan Publik untuk Memberikan Layanan Atas Produk dan/atau Jasa yang Setara Kepada Konsumen"", ""aspect"": ""Equal Service"", ""aspect_category"": ""S"", ""ontology_uri"": ""GRI405"", ""sentiment"": ""positive"", ""tone"": ""Commitment"", ""confidence"": 0.9}, {""sentence"": ""Kesetaraan Kesempatan Bekerja"", ""aspect"": ""Equal Employment Opportunity"", ""aspect_category"": ""S"", ""ontology_uri"": ""GRI405"", ""sentiment"": ""neutral"", ""tone"": ""Commitment"", ""confidence"": 0.85}, {""sentence"": ""Tenaga Kerja Anak dan Tenaga Kerja Paksa"", ""aspect"": ""Child and Forced Labor"", ""aspect_category"": ""S"", ""ontology_uri"": ""GRI401"", ""sentiment"": ""negative"", ""tone"": ""Outcome"", ""confidence"": 0.75}, {""sentence"": ""Upah Minimum Regional"", ""aspect"": ""Regional Minimum Wage"", ""aspect_category"": ""S"", ""ontology_uri"": ""GRI408-1"", ""sentiment"": ""neutral"", ""tone"": ""Action"", ""confidence"": 0.8}, {""sentence"": ""Lingkungan Bekerja yang Layak dan Aman"", ""aspect"": ""Workplace Safety"", ""aspect_category"": ""S"", ""ontology_uri"": ""GRI406"", ""sentiment"": ""positive"", ""tone"": ""Action"", ""confidence"": 0.9}, {""sentence"": ""Pelatihan dan Pengembangan Kemampuan Pegawai"", ""aspect"": ""Employee Training"", ""aspect_category"": ""S"", ""ontology_uri"": ""GRI405"", ""sentiment"": ""positive"", ""tone"": ""Action"", ""confidence"": 0.88}, {""sentence"": ""Dampak Operasi terhadap Masyarakat Sekitar"", ""aspect"": ""Community Impact"", ""aspect_category"": ""S"", ""ontology_uri"": ""GRI405"", ""sentiment"": ""neutral"", ""tone"": ""Outcome"", ""confidence"": 0.78}, {""sentence"": ""Pengaduan Masyarakat"", ""aspect"": ""Community Grievances"", ""aspect_category"": ""S"", ""ontology_uri"": ""GRI404-1"", ""sentiment"": ""neutral"", ""tone"": ""Action"", ""confidence"": 0.82}, {""sentence"": ""Kegiatan Tanggung Jawab Sosial Lingkungan (TJSL)"", ""aspect"": ""Corporate Social Responsibility (CSR)"", ""aspect_category"": ""S"", ""ontology_uri"": ""GRI405"", ""sentiment"": ""positive"", ""tone"": ""Action"", ""confidence"": 0.92}, {""sentence"": ""Produk/Jasa yang Sudah Dievaluasi Keamanannya bagi Pelanggan"", ""aspect"": ""Product Safety Evaluation"", ""aspect_category"": ""G"", ""ontology_uri"": ""GRI305"", ""sentiment"": ""positive"", ""tone"": ""Action"", ""confidence"": 0.87}, {""sentence"": ""Dampak Produk/Jasa"", ""aspect"": ""Product/Service Impact"", ""aspect_category"": ""G"", ""ontology_uri"": ""GRI305"", ""sentiment"": ""neutral"", ""tone"": ""Outcome"", ""confidence"": 0.8}, {""sentence"": ""Jumlah Produk yang Ditarik Kembali"", ""aspect"": ""Product Recalls"", ""aspect_category"": ""G"", ""ontology_uri"": ""GRI309"", ""sentiment"": ""negative"", ""tone"": ""Outcome"", ""confidence"": 0.85}, {""sentence"": ""Survei Kepuasan Pelanggan terhadap Produk dan/atau Jasa Keuangan Berkelanjutan"", ""aspect"": ""Customer Satisfaction Survey"", ""aspect_category"": ""G"", ""ontology_uri"": ""GRI407"", ""sentiment"": ""positive"", ""tone"": ""Action"", ""confidence"": 0.83}, {""sentence"": ""Lembar Umpan Balik"", ""aspect"": ""Feedback Mechanism"", ""aspect_category"": ""S"", ""ontology_uri"": ""GRI404"", ""sentiment"": ""neutral"", ""tone"": ""Action"", ""confidence"": 0.76}, {""sentence"": ""Tanggapan Terhadap Umpan Balik Laporan Tahun Sebelumnya"", ""aspect"": ""Feedback Response"", ""aspect_category"": ""S"", ""ontology_uri"": ""GRI404"", ""sentiment"": ""positive"", ""tone"": ""Action"", ""confidence"": 0.8}]""",yearly_report_2023 (1).pdf,176,yearly_report_2023 (1).pdf | Page 176,1593
[],yearly_report_2023 (1).pdf,177,yearly_report_2023 (1).pdf | Page 177,1594
"[ {
    ""sentence"": ""We, the undersigned, hereby declare that all information in the Annual and Sustainability Report of PT Galva Technologies Tbk for the year 2023 has been presented comprehensively, and we are therefore responsible for the accuracy of the content of the Annual and Sustainability Report of the Company."",
    ""aspect"": ""governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI103"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.85
  } ]",yearly_report_2023 (1).pdf,178,yearly_report_2023 (1).pdf | Page 178,1595
[],yearly_report_2023 (1).pdf,179,yearly_report_2023 (1).pdf | Page 179,1596
[],yearly_report_2023 (1).pdf,180,yearly_report_2023 (1).pdf | Page 180,1597
[],yearly_report_2023 (1).pdf,181,yearly_report_2023 (1).pdf | Page 181,1598
"[
    {
        ""sentence"": ""We are responsible for the internal control system of PT Galva Technologies Tbk and its subsidiary."",
        ""aspect"": ""governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI101"",
        ""sentiment"": ""positive"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.85
    }
]",yearly_report_2023 (1).pdf,182,yearly_report_2023 (1).pdf | Page 182,1599
[],yearly_report_2023 (1).pdf,183,yearly_report_2023 (1).pdf | Page 183,1600
"[
  {
    ""sentence"": ""Kami berfokus kepada pengakuan pendapatan, karena adanya risiko bawaan pada pengakuan penjualan barang..."",
    ""aspect"": ""financial reporting"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI201"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.85
  }
]",yearly_report_2023 (1).pdf,184,yearly_report_2023 (1).pdf | Page 184,1601
"```json
[]
```",yearly_report_2023 (1).pdf,185,yearly_report_2023 (1).pdf | Page 185,1602
"[
    {
        ""sentence"": ""We exercise professional judgment and maintain professional skepticism throughout the audit."",
        ""aspect"": ""audit practices"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI 102"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.85
    },
    {
        ""sentence"": ""Identify and assess the risks of material misstatement of the consolidated financial statements, whether due to fraud or error, design and perform audit procedures responsive to those risks, and obtain audit evidence that is sufficient and appropriate to provide a basis for our opinion."",
        ""aspect"": ""risk assessment"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI 302"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.78
    }
]",yearly_report_2023 (1).pdf,186,yearly_report_2023 (1).pdf | Page 186,1603
"[
    {
        ""sentence"": ""Kami mengomunikasikan kepada pihak yang bertanggung jawab atas tata kelola mengenai... setiap defisiensi signifikan dalam pengendalian internal yang teridentifikasi oleh kami selama audit."",
        ""aspect"": ""pengendalian internal"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI302"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.9
    }
]",yearly_report_2023 (1).pdf,187,yearly_report_2023 (1).pdf | Page 187,1604
"[
  {
    ""sentence"": ""We have complied with relevant ethical requirements regarding independence, and communicated all relationships and other matters that may reasonably be thought to bear on our independence."",
    ""aspect"": ""governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI202"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.9
  },
  {
    ""sentence"": ""We have provided those charged with governance with a statement that we have complied with relevant ethical requirements regarding independence, and to communicate with them all relationships and other matters that may reasonably be thought to bear on our independence."",
    ""aspect"": ""governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI202"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
  }
]",yearly_report_2023 (1).pdf,188,yearly_report_2023 (1).pdf | Page 188,1605
"```json
[]
```",yearly_report_2023 (1).pdf,189,yearly_report_2023 (1).pdf | Page 189,1606
[],yearly_report_2023 (1).pdf,190,yearly_report_2023 (1).pdf | Page 190,1607
[],yearly_report_2023 (1).pdf,191,yearly_report_2023 (1).pdf | Page 191,1608
[],yearly_report_2023 (1).pdf,192,yearly_report_2023 (1).pdf | Page 192,1609
[],yearly_report_2023 (1).pdf,193,yearly_report_2023 (1).pdf | Page 193,1610
[],yearly_report_2023 (1).pdf,194,yearly_report_2023 (1).pdf | Page 194,1611
[],yearly_report_2023 (1).pdf,195,yearly_report_2023 (1).pdf | Page 195,1612
[],yearly_report_2023 (1).pdf,196,yearly_report_2023 (1).pdf | Page 196,1613
"[ { ""sentence"": ""Manajemen kunci tersebut memiliki kewenangan dan tanggung jawab untuk merencanakan, memimpin, dan mengendalikan aktivitas Perusahaan."", ""aspect"": ""governance"", ""aspect_category"": ""G"", ""ontology_uri"": ""GRI303"", ""sentiment"": ""neutral"", ""tone"": ""Action"", ""confidence"": 0.85 }, { ""sentence"": ""Jumlah karyawan Perusahaan adalah sebanyak 339 dan 331 orang..., masing-masing pada tanggal 31 Desember 2023 dan 2022..."", ""aspect"": ""employees"", ""aspect_category"": ""S"", ""ontology_uri"": ""GRI403-1"", ""sentiment"": ""neutral"", ""tone"": ""Outcome"", ""confidence"": 0.78 } ]",yearly_report_2023 (1).pdf,197,yearly_report_2023 (1).pdf | Page 197,1614
"[
  {
    ""sentence"": ""Transaksi ini bertujuan untuk meningkatkan volume peredaran usaha Perusahaan secara konsolidasi, khususnya produk teknologi informasi."",
    ""aspect"": ""Ownership"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI101"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  }
]",yearly_report_2023 (1).pdf,198,yearly_report_2023 (1).pdf | Page 198,1615
[],yearly_report_2023 (1).pdf,199,yearly_report_2023 (1).pdf | Page 199,1616
[ ],yearly_report_2023 (1).pdf,200,yearly_report_2023 (1).pdf | Page 200,1617
[],yearly_report_2023 (1).pdf,201,yearly_report_2023 (1).pdf | Page 201,1618
[],yearly_report_2023 (1).pdf,202,yearly_report_2023 (1).pdf | Page 202,1619
[],yearly_report_2023 (1).pdf,203,yearly_report_2023 (1).pdf | Page 203,1620
"[
  {
    ""sentence"": ""The Group had only financial liabilities classified as financial liabilities at amortized cost."",
    ""aspect"": ""financial liabilities accounting policies"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI302.2"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Financial liabilities at amortized cost are subsequently measured using the EIR method."",
    ""aspect"": ""accounting policies for financial liabilities"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI302.2"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  }
]",yearly_report_2023 (1).pdf,204,yearly_report_2023 (1).pdf | Page 204,1621
[],yearly_report_2023 (1).pdf,205,yearly_report_2023 (1).pdf | Page 205,1622
[],yearly_report_2023 (1).pdf,206,yearly_report_2023 (1).pdf | Page 206,1623
"[{
    ""sentence"": ""Depreciation is calculated using the straight-line method to allocate the depreciable amount over the estimated useful lives of the fixed assets as follows:"",
    ""aspect"": ""depreciation"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI203"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
}, {
    ""sentence"": ""Fixed assets are derecognized upon disposal or when no future economic benefits are expected from its use or disposal. Any gain or loss arising on derecognition of the asset is recognized in statement of profit or loss and other comprehensive income in the year the item is derecognized."",
    ""aspect"": ""asset disposal and derecognition"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI203"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
}]",yearly_report_2023 (1).pdf,207,yearly_report_2023 (1).pdf | Page 207,1624
[],yearly_report_2023 (1).pdf,208,yearly_report_2023 (1).pdf | Page 208,1625
"[
  {
    ""sentence"": ""Program imbalan pasti ini tidak didanai."",
    ""aspect"": ""employee benefits"",
    ""aspect_category"": ""S"",
    ""ontology_uri"": ""GRI405"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
  }
]",yearly_report_2023 (1).pdf,209,yearly_report_2023 (1).pdf | Page 209,1626
"[
    {
        ""sentence"": ""The Group's net obligation in respect of the defined benefit plan is calculated as the present value of the employee benefits liability at the end of the reporting period less the fair value of plan assets, if any."",
        ""aspect"": ""employee benefits liability accounting"",
        ""aspect_category"": ""S"",
        ""ontology_uri"": ""GRI401"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""The employee benefits liability is determined using the Projected Unit Credit method with actuarial valuations being carried out at the end of each reporting period."",
        ""aspect"": ""employee benefits liability determination method"",
        ""aspect_category"": ""S"",
        ""ontology_uri"": ""GRI401"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""Remeasurements of employee benefits liability, comprise of a) actuarial gains and losses, b) the return of plan assets, excluding interest, and c) the effect of asset ceiling, excluding interest, are recognized immediately in the other comprehensive income in the period in which they occur."",
        ""aspect"": ""employee benefits liability remeasurements"",
        ""aspect_category"": ""S"",
        ""ontology_uri"": ""GRI401"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""When the benefits of a plan are changed, or when a plan is curtailed, the portion of the changed benefit related to past service of employees, or gain or loss on curtailment, is recognized immediately in profit or loss when the plan amendment or curtailment occurs."",
        ""aspect"": ""defined benefit plan amendments"",
        ""aspect_category"": ""S"",
        ""ontology_uri"": ""GRI401"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""The Group determines the net interest expense (income) on the net post-employment benefit obligation (asset) for the period by applying the discount rate used to measure the postemployment benefit obligation at the beginning of the annual period."",
        ""aspect"": ""net interest expense on post-employment benefits"",
        ""aspect_category"": ""S"",
        ""ontology_uri"": ""GRI401"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""The Group recognizes gains and losses on the settlement of employee benefits liability when the settlement occurs."",
        ""aspect"": ""employee benefits liability settlement"",
        ""aspect_category"": ""S"",
        ""ontology_uri"": ""GRI401"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.95
    }
]",yearly_report_2023 (1).pdf,210,yearly_report_2023 (1).pdf | Page 210,1627
[],yearly_report_2023 (1).pdf,211,yearly_report_2023 (1).pdf | Page 211,1628
[],yearly_report_2023 (1).pdf,212,yearly_report_2023 (1).pdf | Page 212,1629
[],yearly_report_2023 (1).pdf,213,yearly_report_2023 (1).pdf | Page 213,1630
[],yearly_report_2023 (1).pdf,214,yearly_report_2023 (1).pdf | Page 214,1631
"[
    {
        ""sentence"": ""Deferred tax liabilities are recognized for all taxable temporary differences. Deferred tax assets are recognized to the extent that it has become probable that future taxable profit will allow the deferred tax assets to be recovered."",
        ""aspect"": ""tax policy"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI303"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.9
    },
    {
        ""sentence"": ""The Group has applied the new PSAK 70, 'Accounting for Tax Amnesty Assets and Liabilities', which introduces the specific accounting guidelines related to application of the Tax Amnesty Law effective July 1, 2016."",
        ""aspect"": ""tax compliance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI303"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.85
    }
]",yearly_report_2023 (1).pdf,215,yearly_report_2023 (1).pdf | Page 215,1632
[],yearly_report_2023 (1).pdf,216,yearly_report_2023 (1).pdf | Page 216,1633
"[
    {
        ""sentence"": ""Penentuan mata uang fungsional mungkin memerlukan pertimbangan karena berbagai kompleksitas, antara lain, entitas dapat bertransaksi di lebih dari satu mata uang dalam kegiatan usahanya sehari-hari."",
        ""aspect"": ""perbaikan akuntansi"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.85
    },
    {
        ""sentence"": ""Klasifikasi dan pengukuran aset keuangan bergantung pada hasil pengujian semata pembayaran pokok dan bunga (SPPI) atas jumlah pokok terutang."",
        ""aspect"": ""kelola aset keuangan"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI306"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.82
    },
    {
        ""sentence"": ""Pemantauan aset keuangan yang diukur pada biaya perolehan diamortisasi atau nilai wajar merupakan bagian dari penilaian berkelanjutan Grup."",
        ""aspect"": ""monitoring dan pengelolaan risiko"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI306"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.88
    }
]",yearly_report_2023 (1).pdf,217,yearly_report_2023 (1).pdf | Page 217,1634
"[  
  {  
    ""sentence"": ""The Group has entered into commercial property leases."",  
    ""aspect"": ""lease agreements"",  
    ""aspect_category"": ""G"",  
    ""ontology_uri"": ""GRI307"",  
    ""sentiment"": ""neutral"",  
    ""tone"": ""Action"",  
    ""confidence"": 0.85  
  },  
  {  
    ""sentence"": ""The Group evaluates lease terms and operating leases materiality."",  
    ""aspect"": ""operational compliance"",  
    ""aspect_category"": ""G"",  
    ""ontology_uri"": ""GRI303"",  
    ""sentiment"": ""neutral"",  
    ""tone"": ""Action"",  
    ""confidence"": 0.75  
  }  
]",yearly_report_2023 (1).pdf,218,yearly_report_2023 (1).pdf | Page 218,1635
"```
[
  {
    ""sentence"": ""Management estimates the useful lives of fixed assets to be within 4 to 8 years, applying straight-line depreciation based on industry standards."",
    ""aspect"": ""asset depreciation"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI308"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.75
  },
  {
    ""sentence"": ""The Group uses provisions for trade receivables based on factors like customer credit status and third-party reports, adjusting for financial risk."",
    ""aspect"": ""credit risk management"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI308"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.8
  }
]
```",yearly_report_2023 (1).pdf,219,yearly_report_2023 (1).pdf | Page 219,1636
[],yearly_report_2023 (1).pdf,220,yearly_report_2023 (1).pdf | Page 220,1637
"[
    {
        ""sentence"": ""While the Group believes that its assumptions are reasonable and appropriate, significant differences in the Group's actual experience or significant changes in the Group's assumptions may materially affect its long-term employee benefits liability and employee benefits expense."",
        ""aspect"": ""employee benefits"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI303"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.8
    },
    {
        ""sentence"": ""Significant management estimates are required in determining the amount of deferred tax assets that can be recognized, based on the likely timing and the level of future taxable income together with tax planning strategies."",
        ""aspect"": ""deferred tax assets"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI307"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.85
    },
    {
        ""sentence"": ""Perupajakan Grup menghitung liabilitas perpajakannya secara self assessment berdasarkan pada peraturan pajak yang berlaku."",
        ""aspect"": ""income tax"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI307"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.9
    }
]",yearly_report_2023 (1).pdf,221,yearly_report_2023 (1).pdf | Page 221,1638
[],yearly_report_2023 (1).pdf,222,yearly_report_2023 (1).pdf | Page 222,1639
[],yearly_report_2023 (1).pdf,223,yearly_report_2023 (1).pdf | Page 223,1640
"[
  {
    ""sentence"": ""Manajemen berkeyakinan bahwa penyisihan kerugian penurunan nilai piutang adalah cukup untuk menutup kerugian penurunan nilai atas kemungkinan tidak tertagihnya piutang usaha."",
    ""aspect"": ""kejarangan nopsis"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI401-001"",
    ""sentiment"": ""positive"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.7
  }
]",yearly_report_2023 (1).pdf,224,yearly_report_2023 (1).pdf | Page 224,1641
